"","Sensitivity","Specificity","1-Spec","PPV","NPV","TP","FP","FN","TN","Cutoff"
"result.660",1,0.000718273721025895,0.999281726278974,0.000155272264292259,1,856,5512041,0,3962,8.01e-07
"result.661",1,0.000719542755868697,0.999280457244131,0.000155272461449439,1,856,5512034,0,3969,8.02e-07
"result.662",1,0.000720993081403328,0.999279006918597,0.000155272686772545,1,856,5512026,0,3977,8.03e-07
"result.663",1,0.000723349860397103,0.999276650139603,0.000155273052923986,1,856,5512013,0,3990,8.04e-07
"result.664",1,0.000726069220774535,0.999273930779225,0.000155273475408563,1,856,5511998,0,4005,8.05e-07
"result.665",1,0.000727700837000995,0.999272299162999,0.000155273728900413,1,856,5511989,0,4014,8.06e-07
"result.666",1,0.000729151162535626,0.999270848837464,0.000155273954227197,1,856,5511981,0,4022,8.07e-07
"result.667",1,0.000730238906686599,0.999269761093313,0.000155274123222714,1,856,5511975,0,4028,8.08e-07
"result.668",1,0.000731145360145743,0.999268854639854,0.000155274264052593,1,856,5511970,0,4033,8.09e-07
"result.669",1,0.000732233104296716,0.999267766895703,0.000155274433048784,1,856,5511964,0,4039,8.1e-07
"result.670",1,0.000733502139139518,0.999266497860861,0.000155274630211473,1,856,5511957,0,4046,8.11e-07
"result.671",1,0.000735496336749636,0.99926450366325,0.000155274940039566,1,856,5511946,0,4057,8.12e-07
"result.672",1,0.000736946662284266,0.999263053337716,0.000155275165369865,1,856,5511938,0,4065,8.13e-07
"result.673",1,0.000737853115743411,0.999262146884257,0.000155275306201634,1,856,5511933,0,4070,8.14e-07
"result.674",1,0.000739847313353528,0.999260152686646,0.000155275616032425,1,856,5511922,0,4081,8.15e-07
"result.675",1,0.000742022801655474,0.999257977198345,0.000155275954031062,1,856,5511910,0,4093,8.16e-07
"result.676",1,0.000743291836498276,0.999256708163502,0.000155276151197613,1,856,5511903,0,4100,8.17e-07
"result.677",1,0.000744016999265591,0.999255983000734,0.000155276263864438,1,856,5511899,0,4104,8.18e-07
"result.678",1,0.000745648615492051,0.999254351384508,0.000155276517365393,1,856,5511890,0,4113,8.19e-07
"result.679",1,0.000747824103793997,0.999252175896206,0.000155276855367954,1,856,5511878,0,4125,8.2e-07
"result.680",1,0.000750362173479601,0.99924963782652,0.000155277249706134,1,856,5511864,0,4139,8.21e-07
"result.681",1,0.000751268626938745,0.999248731373061,0.000155277390541684,1,856,5511859,0,4144,8.22e-07
"result.682",1,0.000752537661781547,0.999247462338218,0.000155277587711883,1,856,5511852,0,4151,8.23e-07
"result.683",1,0.000755075731467151,0.999244924268533,0.000155277982053784,1,856,5511838,0,4165,8.24e-07
"result.684",1,0.000757613801152755,0.999242386198847,0.000155278376397687,1,856,5511824,0,4179,8.25e-07
"result.685",1,0.000759607998762872,0.999240392001237,0.00015527868624073,1,856,5511813,0,4190,8.26e-07
"result.686",1,0.000760877033605674,0.999239122966394,0.00015527888341422,1,856,5511806,0,4197,8.27e-07
"result.687",1,0.000762871231215792,0.999237128768784,0.000155279193259287,1,856,5511795,0,4208,8.28e-07
"result.688",1,0.000764502847442251,0.999235497152558,0.000155279446769807,1,856,5511786,0,4217,8.29e-07
"result.689",1,0.000765771882285053,0.999234228117715,0.000155279643945228,1,856,5511779,0,4224,8.3e-07
"result.690",1,0.000766859626436026,0.999233140373564,0.00015527981295313,1,856,5511773,0,4230,8.31e-07
"result.691",1,0.000769578986813459,0.999230421013186,0.000155280235474495,1,856,5511758,0,4245,8.32e-07
"result.692",1,0.00077102931234809,0.999228970687652,0.000155280460820164,1,856,5511750,0,4253,8.33e-07
"result.693",1,0.000772660928574549,0.999227339071425,0.000155280714334823,1,856,5511741,0,4262,8.34e-07
"result.694",1,0.000774836416876496,0.999225163583124,0.000155281052355655,1,856,5511729,0,4274,8.35e-07
"result.695",1,0.000775924161027469,0.999224075838973,0.000155281221366623,1,856,5511723,0,4280,8.36e-07
"result.696",1,0.000776286742411126,0.999223713257589,0.000155281277703695,1,856,5511721,0,4282,8.37e-07
"result.697",1,0.000778099649329415,0.999221900350671,0.000155281559389664,1,856,5511711,0,4292,8.38e-07
"result.698",1,0.000780093846939532,0.99921990615306,0.00015528186924541,1,856,5511700,0,4303,8.39e-07
"result.699",1,0.000781181591090505,0.999218818408909,0.000155282038258156,1,856,5511694,0,4309,8.4e-07
"result.700",1,0.000782088044549649,0.99921791195545,0.000155282179102393,1,856,5511689,0,4314,8.41e-07
"result.701",1,0.00078353837008428,0.999216461629916,0.000155282404453703,1,856,5511681,0,4322,8.42e-07
"result.702",1,0.000785351277002569,0.999214648722997,0.000155282686143759,1,856,5511671,0,4332,8.43e-07
"result.703",1,0.000787345474612686,0.999212654525387,0.000155282996004003,1,856,5511660,0,4343,8.44e-07
"result.704",1,0.000789158381530975,0.999210841618469,0.000155283277696206,1,856,5511650,0,4353,8.45e-07
"result.705",1,0.000790427416373776,0.999209572583626,0.000155283474881356,1,856,5511643,0,4360,8.46e-07
"result.706",1,0.000792059032600236,0.9992079409674,0.000155283728405857,1,856,5511634,0,4369,8.47e-07
"result.707",1,0.00079459710228584,0.999205402897714,0.000155284122778947,1,856,5511620,0,4383,8.48e-07
"result.708",1,0.000796591299895957,0.999203408700104,0.000155284432644924,1,856,5511609,0,4394,8.49e-07
"result.709",1,0.000797860334738759,0.999202139665261,0.000155284629833007,1,856,5511602,0,4401,8.5e-07
"result.710",1,0.000800035823040705,0.999199964176959,0.000155284967870887,1,856,5511590,0,4413,8.51e-07
"result.711",1,0.000801486148575336,0.999198513851425,0.000155285193230291,1,856,5511582,0,4421,8.52e-07
"result.712",1,0.000803480346185454,0.999196519653815,0.00015528550310054,1,856,5511571,0,4432,8.53e-07
"result.713",1,0.000804205508952769,0.999195794491047,0.000155285615780937,1,856,5511567,0,4436,8.54e-07
"result.714",1,0.000806562287946544,0.999193437712053,0.000155285981993357,1,856,5511554,0,4449,8.55e-07
"result.715",1,0.000808556485556661,0.999191443514443,0.000155286291866753,1,856,5511543,0,4460,8.56e-07
"result.716",1,0.000809462939015805,0.999190537060984,0.000155286432718706,1,856,5511538,0,4465,8.57e-07
"result.717",1,0.000811457136625923,0.999188542863374,0.000155286742593902,1,856,5511527,0,4476,8.58e-07
"result.718",1,0.000813813915619698,0.99918618608438,0.000155287108811636,1,856,5511514,0,4489,8.59e-07
"result.719",1,0.000815989403921644,0.999184010596078,0.000155287446860309,1,856,5511502,0,4501,8.6e-07
"result.720",1,0.000817983601531761,0.999182016398468,0.000155287756739552,1,856,5511491,0,4512,8.61e-07
"result.721",1,0.000819615217758221,0.999180384782242,0.000155288010278034,1,856,5511482,0,4521,8.62e-07
"result.722",1,0.000820884252601023,0.999179115747399,0.000155288207475204,1,856,5511475,0,4528,8.63e-07
"result.723",1,0.000823241031594798,0.999176758968405,0.000155288573699848,1,856,5511462,0,4541,8.64e-07
"result.724",1,0.000825416519896744,0.999174583480103,0.000155288911754899,1,856,5511450,0,4553,8.65e-07
"result.725",1,0.000827048136123204,0.999172951863877,0.000155289165297153,1,856,5511441,0,4562,8.66e-07
"result.726",1,0.000828317170966006,0.999171682829034,0.000155289362497256,1,856,5511434,0,4569,8.67e-07
"result.727",1,0.000831580403418925,0.999168419596581,0.000155289869585536,1,856,5511416,0,4587,8.68e-07
"result.728",1,0.000833212019645385,0.999166787980355,0.000155290123130917,1,856,5511407,0,4596,8.69e-07
"result.729",1,0.000834843635871844,0.999165156364128,0.000155290376677127,1,856,5511398,0,4605,8.7e-07
"result.730",1,0.000836837833481962,0.999163162166518,0.000155290686568063,1,856,5511387,0,4616,8.71e-07
"result.731",1,0.000838832031092079,0.999161167968908,0.000155290996460236,1,856,5511376,0,4627,8.72e-07
"result.732",1,0.000841188810085854,0.999158811189914,0.000155291362698035,1,856,5511363,0,4640,8.73e-07
"result.733",1,0.000842457844928656,0.999157542155071,0.000155291559903719,1,856,5511356,0,4647,8.74e-07
"result.734",1,0.000844089461155115,0.999155910538845,0.000155291813454621,1,856,5511347,0,4656,8.75e-07
"result.735",1,0.00084499591461426,0.999155004085386,0.00015529195431659,1,856,5511342,0,4661,8.76e-07
"result.736",1,0.000847171402916206,0.999152828597084,0.00015529229238636,1,856,5511330,0,4673,8.77e-07
"result.737",1,0.000848440437759008,0.999151559562241,0.000155292489594405,1,856,5511323,0,4680,8.78e-07
"result.738",1,0.000850434635369125,0.999149565364631,0.000155292799493775,1,856,5511312,0,4691,8.79e-07
"result.739",1,0.000852428832979242,0.999147571167021,0.00015529310939438,1,856,5511301,0,4702,8.8e-07
"result.740",1,0.00085442303058936,0.999145576969411,0.000155293419296223,1,856,5511290,0,4713,8.81e-07
"result.741",1,0.000856417228199477,0.9991435827718,0.000155293729199303,1,856,5511279,0,4724,8.82e-07
"result.742",1,0.000858048844425937,0.999141951155574,0.000155293982757288,1,856,5511270,0,4733,8.83e-07
"result.743",1,0.000859499169960567,0.999140500830039,0.000155294208142859,1,856,5511262,0,4741,8.84e-07
"result.744",1,0.000862399821029829,0.99913760017897,0.000155294658915963,1,856,5511246,0,4757,8.85e-07
"result.745",1,0.000863124983797144,0.999136875016203,0.000155294771609648,1,856,5511242,0,4761,8.86e-07
"result.746",1,0.000864394018639946,0.99913560598136,0.000155294968823991,1,856,5511235,0,4768,8.87e-07
"result.747",1,0.000866388216250064,0.99913361178375,0.000155295278733255,1,856,5511224,0,4779,8.88e-07
"result.748",1,0.000868382413860181,0.99913161758614,0.000155295588643756,1,856,5511213,0,4790,8.89e-07
"result.749",1,0.000869107576627496,0.999130892423372,0.00015529570133879,1,856,5511209,0,4794,8.9e-07
"result.750",1,0.000870557902162127,0.999129442097838,0.00015529592672935,1,856,5511201,0,4802,8.91e-07
"result.751",1,0.000872008227696758,0.999127991772303,0.000155296152120564,1,856,5511193,0,4810,8.92e-07
"result.752",1,0.000873458553231389,0.999126541446769,0.000155296377512431,1,856,5511185,0,4818,8.93e-07
"result.753",1,0.00087490887876602,0.999125091121234,0.000155296602904954,1,856,5511177,0,4826,8.94e-07
"result.754",1,0.000876540494992479,0.999123459505007,0.000155296856472323,1,856,5511168,0,4835,8.95e-07
"result.755",1,0.000878534692602597,0.999121465307397,0.000155297166389121,1,856,5511157,0,4846,8.96e-07
"result.756",1,0.000879803727445398,0.999120196272555,0.000155297363609546,1,856,5511150,0,4853,8.97e-07
"result.757",1,0.000880891471596372,0.999119108528404,0.000155297532656023,1,856,5511144,0,4859,8.98e-07
"result.758",1,0.000882160506439173,0.999117839493561,0.000155297729877378,1,856,5511137,0,4866,8.99e-07
"result.759",1,0.000884517285432948,0.999115482714567,0.000155298096146938,1,856,5511124,0,4879,9e-07
"result.760",1,0.000885242448200264,0.9991147575518,0.000155298208845612,1,856,5511120,0,4883,9.01e-07
"result.761",1,0.000887055355118552,0.999112944644881,0.000155298490593012,1,856,5511110,0,4893,9.02e-07
"result.762",1,0.000888505680653183,0.999111494319347,0.000155298715991668,1,856,5511102,0,4901,9.03e-07
"result.763",1,0.000890681168955129,0.999109318831045,0.000155299054090878,1,856,5511090,0,4913,9.04e-07
"result.764",1,0.000891587622414274,0.999108412377586,0.000155299194965984,1,856,5511085,0,4918,9.05e-07
"result.765",1,0.000893219238640733,0.999106780761359,0.000155299448541818,1,856,5511076,0,4927,9.06e-07
"result.766",1,0.000896119889709995,0.99910388011029,0.000155299899345346,1,856,5511060,0,4943,9.07e-07
"result.767",1,0.000897751505936454,0.999102248494064,0.00015530015292348,1,856,5511051,0,4952,9.08e-07
"result.768",1,0.000899020540779256,0.999100979459221,0.00015530035015149,1,856,5511044,0,4959,9.09e-07
"result.769",1,0.000902102482540347,0.99909789751746,0.000155300829135887,1,856,5511027,0,4976,9.1e-07
"result.770",1,0.00090319022669132,0.999096809773309,0.000155300998189909,1,856,5511021,0,4982,9.11e-07
"result.771",1,0.000905003133609608,0.99909499686639,0.00015530127994743,1,856,5511011,0,4992,9.12e-07
"result.772",1,0.000906997331219726,0.99909300266878,0.000155301589881884,1,856,5511000,0,5003,9.13e-07
"result.773",1,0.000907722493987041,0.999092277506013,0.000155301702585628,1,856,5510996,0,5007,9.14e-07
"result.774",1,0.000908628947446185,0.999091371052554,0.000155301843465539,1,856,5510991,0,5012,9.15e-07
"result.775",1,0.000910623145056303,0.999089376854944,0.000155302153402242,1,856,5510980,0,5023,9.16e-07
"result.776",1,0.000913886377509222,0.999086113622491,0.000155302660574061,1,856,5510962,0,5041,9.17e-07
"result.777",1,0.000915336703043853,0.999084663296956,0.000155302885984822,1,856,5510954,0,5049,9.18e-07
"result.778",1,0.000916787028578483,0.999083212971422,0.000155303111396237,1,856,5510946,0,5057,9.19e-07
"result.779",1,0.000918781226188601,0.999081218773811,0.000155303421338001,1,856,5510935,0,5068,9.2e-07
"result.780",1,0.000920775423798718,0.999079224576201,0.000155303731281002,1,856,5510924,0,5079,9.21e-07
"result.781",1,0.00092204445864152,0.999077955541358,0.000155303928518101,1,856,5510917,0,5086,9.22e-07
"result.782",1,0.000924038656251637,0.999075961343748,0.000155304238463127,1,856,5510906,0,5097,9.23e-07
"result.783",1,0.000925851563169926,0.99907414843683,0.000155304520232405,1,856,5510896,0,5107,9.24e-07
"result.784",1,0.00092675801662907,0.999073241983371,0.000155304661117428,1,856,5510891,0,5112,9.25e-07
"result.785",1,0.000928752214239187,0.999071247785761,0.000155304971065378,1,856,5510880,0,5123,9.26e-07
"result.786",1,0.000930565121157476,0.999069434878842,0.000155305252837314,1,856,5510870,0,5133,9.27e-07
"result.787",1,0.000932740609459422,0.999067259390541,0.000155305590964988,1,856,5510858,0,5145,9.28e-07
"result.788",1,0.000933647062918566,0.999066352937081,0.000155305731851954,1,856,5510853,0,5150,9.29e-07
"result.789",1,0.000935822551220512,0.99906417744878,0.000155306069981713,1,856,5510841,0,5162,9.3e-07
"result.790",1,0.000938179330214287,0.999061820669786,0.000155306436290615,1,856,5510828,0,5175,9.31e-07
"result.791",1,0.000940173527824405,0.999059826472176,0.00015530674624565,1,856,5510817,0,5186,9.32e-07
"result.792",1,0.000941261271975378,0.999058738728025,0.000155306915312554,1,856,5510811,0,5192,9.33e-07
"result.793",1,0.000943255469585495,0.999056744530414,0.000155307225269502,1,856,5510800,0,5203,9.34e-07
"result.794",1,0.00094561224857927,0.999054387751421,0.000155307591583853,1,856,5510787,0,5216,9.35e-07
"result.795",1,0.000946518702038414,0.999053481297962,0.000155307732474448,1,856,5510782,0,5221,9.36e-07
"result.796",1,0.000949238062415847,0.999050761937584,0.000155308155147767,1,856,5510767,0,5236,9.37e-07
"result.797",1,0.000951232260025964,0.999048767739974,0.000155308465109663,1,856,5510756,0,5247,9.38e-07
"result.798",1,0.00095195742279328,0.999048042577207,0.000155308577823387,1,856,5510752,0,5251,9.39e-07
"result.799",1,0.000954132911095226,0.999045867088905,0.000155308915965539,1,856,5510740,0,5263,9.4e-07
"result.800",1,0.000955945818013514,0.999044054181986,0.00015530919775179,1,856,5510730,0,5273,9.41e-07
"result.801",1,0.000957214852856316,0.999042785147144,0.000155309395002775,1,856,5510723,0,5280,9.42e-07
"result.802",1,0.000958302597007289,0.999041697402993,0.000155309564075446,1,856,5510717,0,5286,9.43e-07
"result.803",1,0.000960115503925578,0.999039884496074,0.00015530984586405,1,856,5510707,0,5296,9.44e-07
"result.804",1,0.000961203248076551,0.999038796751923,0.000155310014937703,1,856,5510701,0,5302,9.45e-07
"result.805",1,0.00096301615499484,0.999036983845005,0.000155310296727942,1,856,5510691,0,5312,9.46e-07
"result.806",1,0.000964647771221299,0.999035352228779,0.000155310550340032,1,856,5510682,0,5321,9.47e-07
"result.807",1,0.000967185840906903,0.999032814159093,0.000155310944849374,1,856,5510668,0,5335,9.48e-07
"result.808",1,0.000968454875749705,0.99903154512425,0.000155311142104796,1,856,5510661,0,5342,9.49e-07
"result.809",1,0.000969723910592507,0.999030276089408,0.00015531133936072,1,856,5510654,0,5349,9.5e-07
"result.810",1,0.000972080689586282,0.999027919310414,0.000155311705694478,1,856,5510641,0,5362,9.51e-07
"result.811",1,0.000972805852353597,0.999027194147646,0.000155311818412906,1,856,5510637,0,5366,9.52e-07
"result.812",1,0.000976250375498345,0.999023749624502,0.000155312353827669,1,856,5510618,0,5385,9.53e-07
"result.813",1,0.000978788445183949,0.999021211554816,0.000155312748346173,1,856,5510604,0,5399,9.54e-07
"result.814",1,0.000979876189334922,0.999020123810665,0.000155312917426146,1,856,5510598,0,5405,9.55e-07
"result.815",1,0.000982414259020526,0.999017585740979,0.000155313311947513,1,856,5510584,0,5419,9.56e-07
"result.816",1,0.000983864584555157,0.999016135415445,0.000155313537389194,1,856,5510576,0,5427,9.57e-07
"result.817",1,0.000985133619397959,0.999014866380602,0.000155313734651202,1,856,5510569,0,5434,9.58e-07
"result.818",1,0.000987852979775392,0.999012147020225,0.000155314157357192,1,856,5510554,0,5449,9.59e-07
"result.819",1,0.00098966588669368,0.999010334113306,0.000155314439162463,1,856,5510544,0,5459,9.6e-07
"result.820",1,0.000991660084303798,0.999008339915696,0.000155314749149443,1,856,5510533,0,5470,9.61e-07
"result.821",1,0.000992747828454771,0.999007252171545,0.000155314918233772,1,856,5510527,0,5476,9.62e-07
"result.822",1,0.00099437944468123,0.999005620555319,0.000155315171860955,1,856,5510518,0,5485,9.63e-07
"result.823",1,0.00099601106090769,0.999003988939092,0.000155315425488967,1,856,5510509,0,5494,9.64e-07
"result.824",1,0.000997280095750492,0.999002719904249,0.000155315622755771,1,856,5510502,0,5501,9.65e-07
"result.825",1,0.000999999456127925,0.999000000543872,0.000155316045472038,1,856,5510487,0,5516,9.66e-07
"result.826",1,0.00100144978166256,0.998998550218337,0.000155316270921655,1,856,5510479,0,5524,9.67e-07
"result.827",1,0.00100253752581353,0.998997462474187,0.000155316440009297,1,856,5510473,0,5530,9.68e-07
"result.828",1,0.00100380656065633,0.998996193439344,0.000155316637278678,1,856,5510466,0,5537,9.69e-07
"result.829",1,0.00100634463034193,0.998993655369658,0.000155317031818944,1,856,5510452,0,5551,9.7e-07
"result.830",1,0.00100870140933571,0.998991298590664,0.000155317398179557,1,856,5510439,0,5564,9.71e-07
"result.831",1,0.00101069560694583,0.998989304393054,0.000155317708178348,1,856,5510428,0,5575,9.72e-07
"result.832",1,0.00101232722317229,0.998987672776828,0.000155317961814644,1,856,5510419,0,5584,9.73e-07
"result.833",1,0.00101395883939875,0.998986041160601,0.000155318215451767,1,856,5510410,0,5593,9.74e-07
"result.834",1,0.00101577174631703,0.998984228253683,0.000155318497271765,1,856,5510400,0,5603,9.75e-07
"result.835",1,0.00101667819977618,0.998983321800224,0.000155318638182148,1,856,5510395,0,5608,9.76e-07
"result.836",1,0.00101939756015361,0.998980602439846,0.000155319060914829,1,856,5510380,0,5623,9.77e-07
"result.837",1,0.00102229821122287,0.998977701788777,0.000155319511832226,1,856,5510364,0,5639,9.78e-07
"result.838",1,0.00102392982744933,0.998976070172551,0.000155319765474412,1,856,5510355,0,5648,9.79e-07
"result.839",1,0.00102610531575128,0.998973894684249,0.000155320103665282,1,856,5510343,0,5660,9.8e-07
"result.840",1,0.00102755564128591,0.998972444358714,0.000155320329126681,1,856,5510335,0,5668,9.81e-07
"result.841",1,0.00102828080405322,0.998971719195947,0.000155320441857625,1,856,5510331,0,5672,9.82e-07
"result.842",1,0.00103027500166334,0.998969724998337,0.000155320751868567,1,856,5510320,0,5683,9.83e-07
"result.843",1,0.00103172532719797,0.998968274672802,0.000155320977331847,1,856,5510312,0,5691,9.84e-07
"result.844",1,0.00103408210619175,0.998965917893808,0.000155321343711073,1,856,5510299,0,5704,9.85e-07
"result.845",1,0.00103571372241821,0.998964286277582,0.000155321597359243,1,856,5510290,0,5713,9.86e-07
"result.846",1,0.00103770792002832,0.998962292079972,0.000155321907374797,1,856,5510279,0,5724,9.87e-07
"result.847",1,0.00103915824556296,0.998960841754437,0.000155322132841432,1,856,5510271,0,5732,9.88e-07
"result.848",1,0.00103988340833027,0.99896011659167,0.000155322245574994,1,856,5510267,0,5736,9.89e-07
"result.849",1,0.00104187760594039,0.99895812239406,0.000155322555593136,1,856,5510256,0,5747,9.9e-07
"result.850",1,0.00104369051285868,0.998956309487141,0.000155322837428884,1,856,5510246,0,5757,9.91e-07
"result.851",1,0.00104550341977697,0.998954496580223,0.000155323119265656,1,856,5510236,0,5767,9.92e-07
"result.852",1,0.00104786019877074,0.998952139801229,0.000155323485654987,1,856,5510223,0,5780,9.93e-07
"result.853",1,0.00104931052430537,0.998950689475695,0.000155323711126204,1,856,5510215,0,5788,9.94e-07
"result.854",1,0.00105021697776452,0.998949783022235,0.000155323852046047,1,856,5510210,0,5793,9.95e-07
"result.855",1,0.00105293633814195,0.998947063661858,0.00015532427480711,1,856,5510195,0,5808,9.96e-07
"result.856",1,0.00105329891952561,0.998946701080474,0.000155324331175426,1,856,5510193,0,5810,9.97e-07
"result.857",1,0.00105583698921121,0.998944163010789,0.000155324725754781,1,856,5510179,0,5824,9.98e-07
"result.858",1,0.00105873764028047,0.99894126235972,0.00015532517670507,1,856,5510163,0,5840,9.99e-07
"result.859",1,0.00106109441927425,0.998938905580726,0.000155325543104108,1,856,5510150,0,5853,1e-06
"result.860",1,0.00107596025600421,0.998924039743996,0.000155327854276343,1,856,5510068,0,5935,1.01e-06
"result.861",1,0.00109390803449527,0.998906091965505,0.000155330644685687,1,856,5509969,0,6034,1.02e-06
"result.862",1,0.00111221839436998,0.99888778160563,0.000155333491570255,1,856,5509868,0,6135,1.03e-06
"result.863",1,0.00112925971940189,0.998870740280598,0.000155336141239749,1,856,5509774,0,6229,1.04e-06
"result.864",1,0.00115047073034587,0.998849529269654,0.000155339439358913,1,856,5509657,0,6346,1.05e-06
"result.865",1,0.00116896238091241,0.998831037619088,0.000155342314756558,1,856,5509555,0,6448,1.06e-06
"result.866",1,0.00118981081047273,0.998810189189527,0.00015534555675412,1,856,5509440,0,6563,1.07e-06
"result.867",1,0.00120793987965561,0.998792060120344,0.000155348375992433,1,856,5509340,0,6663,1.08e-06
"result.868",1,0.0012273379836813,0.998772662016319,0.000155351392690753,1,856,5509233,0,6770,1.09e-06
"result.869",1,0.00124854899462527,0.998751451005375,0.000155354691457597,1,856,5509116,0,6887,1.1e-06
"result.870",1,0.00126939742418559,0.998730602575814,0.000155357933971789,1,856,5509001,0,7002,1.11e-06
"result.871",1,0.00128933940028677,0.998710660599713,0.00015536103563376,1,856,5508891,0,7112,1.12e-06
"result.872",1,0.00131200073676537,0.998687999263235,0.000155364560399969,1,856,5508766,0,7237,1.13e-06
"result.873",1,0.00133520594531946,0.998664794054681,0.000155368169926313,1,856,5508638,0,7365,1.14e-06
"result.874",1,0.00135750470041441,0.998642495299586,0.000155371638613555,1,856,5508515,0,7488,1.15e-06
"result.875",1,0.00137708409513193,0.998622915904868,0.000155374684417861,1,856,5508407,0,7596,1.16e-06
"result.876",1,0.00139938285022688,0.998600617149773,0.000155378153395993,1,856,5508284,0,7719,1.17e-06
"result.877",1,0.00141932482632805,0.998580675173672,0.00015538125586537,1,856,5508174,0,7829,1.18e-06
"result.878",1,0.00144253003488214,0.998557469965118,0.000155384866167523,1,856,5508046,0,7957,1.19e-06
"result.879",1,0.00146591653412806,0.998534083465872,0.000155388504844908,1,856,5507917,0,8086,1.2e-06
"result.880",1,0.00149311013790239,0.998506889862098,0.000155392736079416,1,856,5507767,0,8236,1.21e-06
"result.881",1,0.001515771474381,0.998484228525619,0.000155396262284202,1,856,5507642,0,8361,1.22e-06
"result.882",1,0.0015371637760168,0.998462836223983,0.000155399591168365,1,856,5507524,0,8479,1.23e-06
"result.883",1,0.00155946253111175,0.998440537468888,0.000155403061258761,1,856,5507401,0,8602,1.24e-06
"result.884",1,0.00158574968142693,0.998414250318573,0.00015540715221477,1,856,5507256,0,8747,1.25e-06
"result.885",1,0.00160677940167908,0.998393220598321,0.000155410425134659,1,856,5507140,0,8863,1.26e-06
"result.886",1,0.00163125364507597,0.998368746354924,0.000155414234309835,1,856,5507005,0,8998,1.27e-06
"result.887",1,0.00165609046985652,0.998343909530144,0.000155418100108139,1,856,5506868,0,9135,1.28e-06
"result.888",1,0.00168274020155537,0.998317259798445,0.000155422248295394,1,856,5506721,0,9282,1.29e-06
"result.889",1,0.00170413250319117,0.998295867496809,0.000155425578293002,1,856,5506603,0,9400,1.3e-06
"result.890",1,0.00173205126973281,0.998267948730267,0.000155429924436725,1,856,5506449,0,9554,1.31e-06
"result.891",1,0.00175779454797251,0.998242205452027,0.000155433932135294,1,856,5506307,0,9696,1.32e-06
"result.892",1,0.00178317524482855,0.998216824755171,0.000155437883589736,1,856,5506167,0,9836,1.33e-06
"result.893",1,0.00180837465099276,0.998191625349007,0.00015544180701827,1,856,5506028,0,9975,1.34e-06
"result.894",1,0.00183393663854062,0.998166063361459,0.000155445787101377,1,856,5505887,0,10116,1.35e-06
"result.895",1,0.00186076766093129,0.998139232339069,0.000155449964996518,1,856,5505739,0,10264,1.36e-06
"result.896",1,0.00189086191577488,0.998109138084225,0.000155454651281257,1,856,5505573,0,10430,1.37e-06
"result.897",1,0.0019185993916247,0.998081400608375,0.000155458970818027,1,856,5505420,0,10583,1.38e-06
"result.898",1,0.00194561170470719,0.998054388295293,0.000155463177656454,1,856,5505271,0,10732,1.39e-06
"result.899",1,0.00197280530848152,0.998027194691518,0.000155467412958681,1,856,5505121,0,10882,1.4e-06
"result.900",1,0.00199981762156402,0.998000182378436,0.000155471620254029,1,856,5504972,0,11031,1.41e-06
"result.901",1,0.00202846155087298,0.997971538449127,0.000155476081930083,1,856,5504814,0,11189,1.42e-06
"result.902",1,0.00205728677087376,0.997942713229126,0.000155480572103116,1,856,5504655,0,11348,1.43e-06
"result.903",1,0.00208502424672358,0.997914975753276,0.000155484893080523,1,856,5504502,0,11501,1.44e-06
"result.904",1,0.00211421204810802,0.997885787951892,0.00015548944025073,1,856,5504341,0,11662,1.45e-06
"result.905",1,0.00214575662848624,0.997854243371514,0.000155494354882804,1,856,5504167,0,11836,1.46e-06
"result.906",1,0.00217476313917886,0.997825236860821,0.000155498874358908,1,856,5504007,0,11996,1.47e-06
"result.907",1,0.00220721417301622,0.997792785826984,0.000155503930834177,1,856,5503828,0,12175,1.48e-06
"result.908",1,0.00223585810232518,0.997764141897675,0.000155508394364928,1,856,5503670,0,12333,1.49e-06
"result.909",1,0.00226595235716877,0.997734047642831,0.000155513084173274,1,856,5503504,0,12499,1.5e-06
"result.910",1,0.00229260208886761,0.997707397911132,0.00015551723743249,1,856,5503357,0,12646,1.51e-06
"result.911",1,0.00231961440195011,0.99768038559805,0.00015552144742503,1,856,5503208,0,12795,1.52e-06
"result.912",1,0.0023497086567937,0.997650291343206,0.000155526138020726,1,856,5503042,0,12961,1.53e-06
"result.913",1,0.00238107194648009,0.99761892805352,0.000155531026713726,1,856,5502869,0,13134,1.54e-06
"result.914",1,0.00241025974786453,0.997589740252135,0.000155535576582738,1,856,5502708,0,13295,1.55e-06
"result.915",1,0.00244307336308555,0.997556926636914,0.000155540691970739,1,856,5502527,0,13476,1.56e-06
"result.916",1,0.00247534310623109,0.997524656893769,0.000155545722901473,1,856,5502349,0,13654,1.57e-06
"result.917",1,0.00250634381453382,0.997493656185466,0.000155550556293128,1,856,5502178,0,13825,1.58e-06
"result.918",1,0.00253661936006924,0.997463380639931,0.000155555276912926,1,856,5502011,0,13992,1.59e-06
"result.919",1,0.00256834523113929,0.997431654768861,0.000155560223977646,1,856,5501836,0,14167,1.6e-06
"result.920",1,0.00260315304397043,0.99739684695603,0.000155565651976374,1,856,5501644,0,14359,1.61e-06
"result.921",1,0.00263796085680156,0.997362039143198,0.000155571080353917,1,856,5501452,0,14551,1.62e-06
"result.922",1,0.00267222479755722,0.997327775202443,0.000155576424283081,1,856,5501263,0,14740,1.63e-06
