"","Sensitivity","Specificity","X1.Spec","PPV","NPV","TP","FP","FN","TN","Cutoff","X.0.867..0.858..0.876.."
"2503",0.931327665140615,0.534494060672453,0.465505939327547,0.000518153568491605,0.999966708698256,1424,2746796,105,3153872,9.79e-05,"0.867 (0.858, 0.876)"
"2504",0.931327665140615,0.534734372447323,0.465265627552677,0.00051842105837989,0.999966723659003,1424,2745378,105,3155290,9.8e-05,"0.867 (0.858, 0.876)"
"2505",0.931327665140615,0.534994512485705,0.465005487514295,0.000518710930485086,0.999966739839021,1424,2743843,105,3156825,9.81e-05,"0.867 (0.858, 0.876)"
"2506",0.931327665140615,0.535233976898887,0.464766023101113,0.000518978050581408,0.999966754719168,1424,2742430,105,3158238,9.82e-05,"0.867 (0.858, 0.876)"
"2507",0.931327665140615,0.535492591686229,0.464507408313771,0.000519266841894916,0.999966770774358,1424,2740904,105,3159764,9.83e-05,"0.867 (0.858, 0.876)"
"2508",0.931327665140615,0.535750020167208,0.464249979832792,0.000519554627848931,0.999966786740508,1424,2739385,105,3161283,9.84e-05,"0.867 (0.858, 0.876)"
"2509",0.931327665140615,0.536011177039617,0.463988822960383,0.000519846908006081,0.999966802922228,1424,2737844,105,3162824,9.85e-05,"0.867 (0.858, 0.876)"
"2510",0.931327665140615,0.536254030899552,0.463745969100448,0.000520118999136179,0.999966817955721,1424,2736411,105,3164257,9.86e-05,"0.867 (0.858, 0.876)"
"2511",0.931327665140615,0.536474514410911,0.463525485589089,0.000520366273541641,0.999966831592624,1424,2735110,105,3165558,9.87e-05,"0.867 (0.858, 0.876)"
"2512",0.931327665140615,0.536796850797232,0.463203149202768,0.000520728200357489,0.999966851508967,1424,2733208,105,3167460,9.88e-05,"0.867 (0.858, 0.876)"
"2513",0.931327665140615,0.537076310682113,0.462923689317887,0.000521042392140749,0.999966868756733,1424,2731559,105,3169109,9.89e-05,"0.867 (0.858, 0.876)"
"2514",0.931327665140615,0.537321537154776,0.462678462845224,0.000521318408397327,0.999966883876895,1424,2730112,105,3170556,9.9e-05,"0.867 (0.858, 0.876)"
"2515",0.931327665140615,0.537592692895109,0.462407307104891,0.000521623950158538,0.999966900579744,1424,2728512,105,3172156,9.91e-05,"0.867 (0.858, 0.876)"
"2516",0.931327665140615,0.537880965341551,0.462119034658449,0.000521949172267052,0.999966918318493,1424,2726811,105,3173857,9.92e-05,"0.867 (0.858, 0.876)"
"2517",0.931327665140615,0.538156696835002,0.461843303164998,0.000522260625656493,0.999966935267757,1424,2725184,105,3175484,9.93e-05,"0.867 (0.858, 0.876)"
"2518",0.931327665140615,0.538399042277925,0.461600957722075,0.000522534674799224,0.99996695015044,1424,2723754,105,3176914,9.94e-05,"0.867 (0.858, 0.876)"
"2519",0.930673642903859,0.538668672767219,0.461331327232781,0.000522472945594521,0.999966652100556,1423,2722163,106,3178505,9.95e-05,"0.867 (0.858, 0.876)"
"2520",0.930019620667103,0.538937625367162,0.461062374632838,0.000522410376495501,0.999966354306759,1422,2720576,107,3180092,9.96e-05,"0.867 (0.858, 0.876)"
"2521",0.930019620667103,0.53918251289515,0.46081748710485,0.000522687850595081,0.999966369587547,1422,2719131,107,3181537,9.97e-05,"0.867 (0.858, 0.876)"
"2522",0.930019620667103,0.539437907708076,0.460562092291924,0.000522977544329886,0.999966385509201,1422,2717624,107,3183044,9.98e-05,"0.867 (0.858, 0.876)"
"2523",0.930019620667103,0.5397422800266,0.4602577199734,0.000523323212807066,0.999966404464501,1422,2715828,107,3184840,9.99e-05,"0.867 (0.858, 0.876)"
"2524",0.929365598430347,0.541115683851388,0.458884316148612,0.000524519728549044,0.999966176560858,1421,2707724,108,3192944,1e-04,"0.867 (0.858, 0.876)"
"2525",0.928057553956835,0.543762333349377,0.456237666650623,0.000526818749846855,0.999965717893795,1419,2692107,110,3208561,0.000101,"0.867 (0.858, 0.876)"
"2526",0.927403531720079,0.546467281331537,0.453532718668463,0.000529585847434459,0.999965577478119,1418,2676146,111,3224522,0.000102,"0.867 (0.858, 0.876)"
"2527",0.927403531720079,0.549101389876536,0.450898610123464,0.000532677991646197,0.999965742601637,1418,2660603,111,3240065,0.000103,"0.867 (0.858, 0.876)"
"2528",0.927403531720079,0.55154873990538,0.44845126009462,0.000535583438460783,0.999965894604496,1418,2646162,111,3254506,0.000104,"0.867 (0.858, 0.876)"
"2529",0.927403531720079,0.554017782393451,0.445982217606549,0.000538546933529712,0.999966046593862,1418,2631593,111,3269075,0.000105,"0.867 (0.858, 0.876)"
"2530",0.926095487246566,0.556472250260479,0.443527749739521,0.000540762245629793,0.999965587295438,1416,2617110,113,3283558,0.000106,"0.867 (0.858, 0.876)"
"2531",0.92544146500981,0.558938072774133,0.441061927225867,0.000543399994239576,0.999965435922749,1415,2602560,114,3298108,0.000107,"0.867 (0.858, 0.876)"
"2532",0.92544146500981,0.561394404836876,0.438605595163124,0.000546441545622463,0.999965587149638,1415,2588066,114,3312602,0.000108,"0.867 (0.858, 0.876)"
"2533",0.92544146500981,0.56386615888235,0.43613384111765,0.000549536757989449,0.999965737996051,1415,2573481,114,3327187,0.000109,"0.867 (0.858, 0.876)"
"2534",0.924133420536298,0.566260972486505,0.433739027513495,0.000551788666112405,0.999965284365934,1413,2559350,116,3341318,0.00011,"0.867 (0.858, 0.876)"
"2535",0.922825376062786,0.56878221245459,0.43121778754541,0.000554227922403377,0.999964842373164,1411,2544473,118,3356195,0.000111,"0.867 (0.858, 0.876)"
"2536",0.922825376062786,0.571290572525009,0.428709427474991,0.000557468877946713,0.999964996734017,1411,2529672,118,3370996,0.000112,"0.867 (0.858, 0.876)"
"2537",0.921517331589274,0.573796898927376,0.426203101072624,0.000559950911897347,0.999964558958388,1409,2514883,120,3385785,0.000113,"0.867 (0.858, 0.876)"
"2538",0.919555264879006,0.57619984720374,0.42380015279626,0.00056192573467993,0.99996382445508,1406,2500704,123,3399964,0.000114,"0.867 (0.858, 0.876)"
"2539",0.91890124264225,0.578625504773358,0.421374495226642,0.000564756917367823,0.999963683234629,1405,2486391,124,3414277,0.000115,"0.867 (0.858, 0.876)"
"2540",0.917593198168738,0.580877283724487,0.419122716275513,0.000566981625026722,0.999963240549758,1403,2473104,126,3427564,0.000116,"0.867 (0.858, 0.876)"
"2541",0.916285153695226,0.583145840437049,0.416854159562951,0.000569253254312368,0.999962802354379,1401,2459718,128,3440950,0.000117,"0.867 (0.858, 0.876)"
"2542",0.913015042511445,0.58531762844478,0.41468237155522,0.000570191794384591,0.999961492782937,1396,2446903,133,3453765,0.000118,"0.867 (0.858, 0.876)"
"2543",0.913015042511445,0.587448404146785,0.412551595853215,0.000573135073485277,0.999961632449831,1396,2434330,133,3466338,0.000119,"0.867 (0.858, 0.876)"
"2544",0.911052975801177,0.589553420053458,0.410446579946542,0.000574835493058645,0.999960907127119,1393,2421909,136,3478759,0.00012,"0.867 (0.858, 0.876)"
"2545",0.911052975801177,0.591736054290802,0.408263945709198,0.000577906865309533,0.999961051316609,1393,2409030,136,3491638,0.000121,"0.867 (0.858, 0.876)"
"2546",0.909744931327665,0.594068163130005,0.405931836869995,0.000580391044203183,0.999960633706048,1391,2395269,138,3505399,0.000122,"0.867 (0.858, 0.876)"
"2547",0.909744931327665,0.596298588566583,0.403701411433417,0.000583595797606796,0.999960780947953,1391,2382108,138,3518560,0.000123,"0.867 (0.858, 0.876)"
"2548",0.907782864617397,0.598516981467183,0.401483018532817,0.000585553698395971,0.999960076912818,1388,2369018,141,3531650,0.000124,"0.867 (0.858, 0.876)"
"2549",0.907128842380641,0.60077926770325,0.39922073229675,0.000588445925765022,0.999959945175664,1387,2355669,142,3544999,0.000125,"0.867 (0.858, 0.876)"
"2550",0.906474820143885,0.603228312455471,0.396771687544529,0.000591649292838226,0.999959826867847,1386,2341218,143,3559450,0.000126,"0.867 (0.858, 0.876)"
"2551",0.906474820143885,0.605852930549558,0.394147069450442,0.00059558672812755,0.999960000895085,1386,2325731,143,3574937,0.000127,"0.867 (0.858, 0.876)"
"2552",0.903858731196861,0.608819713293478,0.391180286706522,0.000598370198912629,0.999959082444699,1382,2308225,147,3592443,0.000128,"0.867 (0.858, 0.876)"
"2553",0.902550686723349,0.612585388637354,0.387414611362646,0.000603309018814061,0.999958780705608,1380,2286005,149,3614663,0.000129,"0.867 (0.858, 0.876)"
"2554",0.897972531066056,0.623278076312716,0.376721923687284,0.000617277290130217,0.999957584641072,1373,2222911,156,3677757,0.00013,"0.867 (0.858, 0.876)"
"2555",0.8973185088293,0.625037029705789,0.374962970294211,0.000619719734911722,0.999957432882908,1372,2212532,157,3688136,0.000131,"0.867 (0.858, 0.876)"
"2556",0.8973185088293,0.626937661973187,0.373062338026813,0.000622875040461908,0.999957561924451,1372,2201317,157,3699351,0.000132,"0.867 (0.858, 0.876)"
"2557",0.896664486592544,0.628703902676782,0.371296097323218,0.000625380314250187,0.999957411606847,1371,2190895,158,3709773,0.000133,"0.867 (0.858, 0.876)"
"2558",0.896664486592544,0.630572504672352,0.369427495327648,0.000628541563514331,0.999957537805462,1371,2179869,158,3720799,0.000134,"0.867 (0.858, 0.876)"
"2559",0.896010464355788,0.632378740847646,0.367621259152354,0.000631167415544502,0.999957391114198,1370,2169211,159,3731457,0.000135,"0.867 (0.858, 0.876)"
"2560",0.896010464355788,0.63416650453813,0.36583349546187,0.000634249862964993,0.99995751122679,1370,2158662,159,3742006,0.000136,"0.867 (0.858, 0.876)"
"2561",0.895356442119032,0.635998331036418,0.364001668963582,0.000636974682001208,0.99995736715539,1369,2147853,160,3752815,0.000137,"0.867 (0.858, 0.876)"
"2562",0.895356442119032,0.637842020598346,0.362157979401654,0.000640215344310992,0.99995749038087,1369,2136974,160,3763694,0.000138,"0.867 (0.858, 0.876)"
"2563",0.894702419882276,0.639735365555222,0.360264634444778,0.000643107979146001,0.999957351298415,1368,2125802,161,3774866,0.000139,"0.867 (0.858, 0.876)"
"2564",0.894702419882276,0.64166328286899,0.35833671713101,0.000646565780978678,0.999957479433647,1368,2114426,161,3786242,0.00014,"0.867 (0.858, 0.876)"
"2565",0.894702419882276,0.643589166514706,0.356410833485294,0.000650057260160709,0.999957606667286,1368,2103062,161,3797606,0.000141,"0.867 (0.858, 0.876)"
"2566",0.89404839764552,0.645236946054243,0.354763053945757,0.00065259754829556,0.999957452296013,1367,2093339,162,3807329,0.000142,"0.867 (0.858, 0.876)"
"2567",0.893394375408764,0.646951497694837,0.353048502305163,0.000655285360944225,0.999957303118261,1366,2083222,163,3817446,0.000143,"0.867 (0.858, 0.876)"
"2568",0.893394375408764,0.648932629322646,0.351067370677354,0.000658980808510597,0.999957433462365,1366,2071532,163,3829136,0.000144,"0.867 (0.858, 0.876)"
"2569",0.892740353172008,0.650696666885851,0.349303333114149,0.000661822032419098,0.99995728842993,1365,2061123,164,3839545,0.000145,"0.867 (0.858, 0.876)"
"2570",0.890124264224984,0.652486633716725,0.347513366283275,0.000663280573043225,0.999956366753024,1361,2050561,168,3850107,0.000146,"0.867 (0.858, 0.876)"
"2571",0.889470241988228,0.654343372648656,0.345656627351344,0.000666351456296409,0.999956231586188,1360,2039605,169,3861063,0.000147,"0.867 (0.858, 0.876)"
"2572",0.884238064094179,0.656285864583467,0.343714135416533,0.000666175575697403,0.999954295476388,1352,2028143,177,3872525,0.000148,"0.867 (0.858, 0.876)"
"2573",0.879659908436887,0.658342241929219,0.341657758070781,0.000666714914685276,0.99995263643859,1345,2016009,184,3884659,0.000149,"0.867 (0.858, 0.876)"
"2574",0.878351863963375,0.660537247647216,0.339462752352784,0.000670025942925564,0.999952280737042,1343,2003057,186,3897611,0.00015,"0.867 (0.858, 0.876)"
"2575",0.876389797253107,0.663213215859628,0.336786784140372,0.000673838521135649,0.999951706744958,1340,1987267,189,3913401,0.000151,"0.867 (0.858, 0.876)"
"2576",0.87246566383257,0.666694686093168,0.333305313906832,0.000677825551889223,0.999950433881467,1334,1966724,195,3933944,0.000152,"0.867 (0.858, 0.876)"
"2577",0.869849574885546,0.670347662332468,0.329652337667532,0.000683278028912422,0.99994969282286,1330,1945169,199,3955499,0.000153,"0.867 (0.858, 0.876)"
"2578",0.868541530412034,0.671933584468742,0.328066415531258,0.000685547087741251,0.999949307172808,1328,1935811,201,3964857,0.000154,"0.867 (0.858, 0.876)"
"2579",0.866579463701766,0.673550520042815,0.326449479957185,0.000687385057545802,0.999948674106238,1325,1926270,204,3974398,0.000155,"0.867 (0.858, 0.876)"
"2580",0.86592544146501,0.675169150340267,0.324830849659733,0.000690286922660232,0.999948546165635,1324,1916719,205,3983949,0.000156,"0.867 (0.858, 0.876)"
"2581",0.865271419228254,0.676895903989175,0.323104096010825,0.000693449652567572,0.999948427075885,1323,1906530,206,3994138,0.000157,"0.867 (0.858, 0.876)"
"2582",0.864617396991498,0.678553682396637,0.321446317603363,0.00069649696797273,0.999948303338031,1322,1896748,207,4003920,0.000158,"0.867 (0.858, 0.876)"
"2583",0.863963374754742,0.680319584155557,0.319680415844443,0.000699812306207351,0.999948188438649,1321,1886328,208,4014340,0.000159,"0.867 (0.858, 0.876)"
"2584",0.863309352517986,0.681961093218598,0.318038906781402,0.000702889621834734,0.999948064663222,1320,1876642,209,4024026,0.00016,"0.867 (0.858, 0.876)"
"2585",0.858731196860693,0.683746484296354,0.316253515703646,0.000703109102397961,0.999946465442824,1313,1866107,216,4034561,0.000161,"0.867 (0.858, 0.876)"
"2586",0.856115107913669,0.685548483663206,0.314451516336794,0.000704982757812841,0.99994561743248,1309,1855474,220,4045194,0.000162,"0.867 (0.858, 0.876)"
"2587",0.855461085676913,0.687139659441948,0.312860340558052,0.000708024767875595,0.999945496749041,1308,1846085,221,4054583,0.000163,"0.867 (0.858, 0.876)"
"2588",0.854807063440157,0.68881591033422,0.31118408966578,0.000711292129909045,0.999945383369384,1307,1836194,222,4064474,0.000164,"0.867 (0.858, 0.876)"
"2589",0.854153041203401,0.69040945872569,0.30959054127431,0.000714404104377394,0.999945263984684,1306,1826791,223,4073877,0.000165,"0.867 (0.858, 0.876)"
"2590",0.854153041203401,0.691918948837657,0.308081051162343,0.000717901923383484,0.999945383390232,1306,1817884,223,4082784,0.000166,"0.867 (0.858, 0.876)"
"2591",0.852844996729889,0.693446911434434,0.306553088565566,0.000720373533564766,0.999945014998686,1304,1808868,225,4091800,0.000167,"0.867 (0.858, 0.876)"
"2592",0.852190974493133,0.695046391357724,0.304953608642276,0.000723594225240499,0.999944897724325,1303,1799430,226,4101238,0.000168,"0.867 (0.858, 0.876)"
"2593",0.852190974493133,0.696484872560192,0.303515127439808,0.000727021138293035,0.999945011523249,1303,1790942,226,4109726,0.000169,"0.867 (0.858, 0.876)"
"2594",0.850882930019621,0.698041645454379,0.301958354545621,0.000729645771279325,0.99994464864025,1301,1781756,228,4118912,0.00017,"0.867 (0.858, 0.876)"
"2595",0.850882930019621,0.699492328665161,0.300507671334839,0.000733165511127942,0.999944763427575,1301,1773196,228,4127472,0.000171,"0.867 (0.858, 0.876)"
"2596",0.850228907782865,0.70102385018103,0.29897614981897,0.000736352416000598,0.999944642372807,1300,1764159,229,4136509,0.000172,"0.867 (0.858, 0.876)"
"2597",0.849574885546109,0.702440808396609,0.297559191603391,0.000739287586285788,0.999944512798244,1299,1755798,230,4144870,0.000173,"0.867 (0.858, 0.876)"
"2598",0.848266841072596,0.704011647494826,0.295988352505174,0.000742064713535558,0.999944155204242,1297,1746529,232,4154139,0.000174,"0.867 (0.858, 0.876)"
"2599",0.846958796599084,0.705453518144047,0.294546481855953,0.000744545556989069,0.999943788928869,1295,1738021,234,4162647,0.000175,"0.867 (0.858, 0.876)"
"2600",0.846958796599084,0.706953178860427,0.293046821139573,0.000748352901268848,0.999943908162801,1295,1729172,234,4171496,0.000176,"0.867 (0.858, 0.876)"
"2601",0.844996729888816,0.708394371620298,0.291605628379702,0.000750307788798811,0.999943304649952,1292,1720668,237,4180000,0.000177,"0.867 (0.858, 0.876)"
"2602",0.843688685415304,0.709853020030952,0.290146979969048,0.000752910524463464,0.999942943712898,1290,1712061,239,4188607,0.000178,"0.867 (0.858, 0.876)"
"2603",0.839764551994768,0.711259470961593,0.288740529038407,0.000753058861755049,0.999941627070363,1284,1703762,245,4196906,0.000179,"0.867 (0.858, 0.876)"
"2604",0.838456507521256,0.712648127296774,0.287351872703226,0.000755517576686213,0.99994126525112,1282,1695568,247,4205100,0.00018,"0.867 (0.858, 0.876)"
"2605",0.8378024852845,0.714033394185201,0.285966605814799,0.000758582912638607,0.999941141876084,1281,1687394,248,4213274,0.000181,"0.867 (0.858, 0.876)"
"2606",0.8378024852845,0.71545103029013,0.28454896970987,0.000762359326552838,0.999941258494128,1281,1679029,248,4221639,0.000182,"0.867 (0.858, 0.876)"
"2607",0.8378024852845,0.716840195042324,0.283159804957676,0.000766096549694907,0.99994137232263,1281,1670832,248,4229836,0.000183,"0.867 (0.858, 0.876)"
"2608",0.8378024852845,0.718228173488154,0.281771826511846,0.000769867355640856,0.999941485614191,1281,1662642,248,4238026,0.000184,"0.867 (0.858, 0.876)"
"2609",0.836494440810988,0.719753424527528,0.280246575472472,0.00077284655883876,0.999941138743986,1279,1653642,250,4247026,0.000185,"0.867 (0.858, 0.876)"
"2610",0.833878351863963,0.72114648714349,0.27885351285651,0.000774277234974012,0.999940312536717,1275,1645422,254,4255246,0.000186,"0.867 (0.858, 0.876)"
"2611",0.833224329627207,0.722309406324843,0.277690593675157,0.000776907906532003,0.999940174030227,1274,1638560,255,4262108,0.000187,"0.867 (0.858, 0.876)"
"2612",0.831916285153695,0.723652474601181,0.276347525398819,0.000779456182245679,0.999939816733758,1272,1630635,257,4270033,0.000188,"0.867 (0.858, 0.876)"
"2613",0.831262262916939,0.724880132215539,0.275119867784461,0.00078231656799999,0.99993968488861,1271,1623391,258,4277277,0.000189,"0.867 (0.858, 0.876)"
"2614",0.829954218443427,0.726208964815509,0.273791035184491,0.00078487449739272,0.999939328572649,1269,1615550,260,4285118,0.00019,"0.867 (0.858, 0.876)"
"2615",0.826684107259647,0.72734917470361,0.27265082529639,0.00078505123328816,0.999938258819495,1264,1608822,265,4291846,0.000191,"0.867 (0.858, 0.876)"
"2616",0.825376062786135,0.728662585320848,0.271337414679152,0.000787601086914464,0.999937904998369,1262,1601072,267,4299596,0.000192,"0.867 (0.858, 0.876)"
"2617",0.823413996075867,0.729916850092227,0.270083149907773,0.000789376336265541,0.999937315239571,1259,1593671,270,4306997,0.000193,"0.867 (0.858, 0.876)"
"2618",0.822105951602354,0.731085192388387,0.268914807611613,0.000791544765414343,0.999936951849061,1257,1586777,272,4313891,0.000194,"0.867 (0.858, 0.876)"
"2619",0.821451929365598,0.732246416846364,0.267753583153636,0.000794342962633626,0.999936820414458,1256,1579925,273,4320743,0.000195,"0.867 (0.858, 0.876)"
"2620",0.818835840418574,0.733486615413713,0.266513384586287,0.000795496928250879,0.999936003149477,1252,1572607,277,4328061,0.000196,"0.867 (0.858, 0.876)"
"2621",0.818181818181818,0.734649704067404,0.265350295932596,0.000798343325919993,0.999935873807034,1251,1565744,278,4334924,0.000197,"0.867 (0.858, 0.876)"
"2622",0.817527795945062,0.735760086824068,0.264239913175932,0.000801055085674444,0.999935740270927,1250,1559192,279,4341476,0.000198,"0.867 (0.858, 0.876)"
"2623",0.817527795945062,0.736944190047635,0.263055809952365,0.000804658004255032,0.999935843515205,1250,1552205,279,4348463,0.000199,"0.867 (0.858, 0.876)"
"2624",0.817527795945062,0.738092195663271,0.261907804336729,0.000808182165553207,0.999935943295812,1250,1545431,279,4355237,2e-04,"0.867 (0.858, 0.876)"
"2625",0.817527795945062,0.739289178784504,0.260710821215496,0.000811889702510623,0.99993604700339,1250,1538368,279,4362300,0.000201,"0.867 (0.858, 0.876)"
"2626",0.81621975147155,0.740449216936116,0.259550783063884,0.00081421164674958,0.999935689493311,1248,1531523,281,4369145,0.000202,"0.867 (0.858, 0.876)"
"2627",0.814257684761282,0.741638912746828,0.258361087253172,0.000815993204644542,0.999935107206779,1245,1524503,284,4376165,0.000203,"0.867 (0.858, 0.876)"
"2628",0.812295618051014,0.742807255042988,0.257192744957012,0.000817723397489286,0.999934524904034,1242,1517609,287,4383059,0.000204,"0.867 (0.858, 0.876)"
"2629",0.811641595814258,0.74391933252303,0.25608066747697,0.000820610888931209,0.999934394995432,1241,1511047,288,4389621,0.000205,"0.867 (0.858, 0.876)"
"2630",0.811641595814258,0.745111909363482,0.254888090636518,0.000824447218437324,0.999934499991585,1241,1504010,288,4396658,0.000206,"0.867 (0.858, 0.876)"
"2631",0.810333551340746,0.746204497524687,0.253795502475313,0.000826660225967139,0.999934141724737,1239,1497563,290,4403105,0.000207,"0.867 (0.858, 0.876)"
"2632",0.80967952910399,0.747552141554143,0.252447858445857,0.000830399322801974,0.99993403376927,1238,1489611,291,4411057,0.000208,"0.867 (0.858, 0.876)"
"2633",0.80967952910399,0.748528132747004,0.251471867252996,0.000833619511275411,0.999934119775681,1238,1483852,291,4416816,0.000209,"0.867 (0.858, 0.876)"
"2634",0.80967952910399,0.749551745666762,0.250448254333238,0.000837023765254724,0.999934209737999,1238,1477812,291,4422856,0.00021,"0.867 (0.858, 0.876)"
"2635",0.809025506867234,0.750557394518722,0.249442605481278,0.00083971719791055,0.999934072116976,1237,1471878,292,4428790,0.000211,"0.867 (0.858, 0.876)"
"2636",0.809025506867234,0.751524742622361,0.248475257377639,0.000842983575790493,0.999934156972483,1237,1466170,292,4434498,0.000212,"0.867 (0.858, 0.876)"
"2637",0.806409417920209,0.752497005423793,0.247502994576207,0.000843557967415265,0.999933341305353,1233,1460433,296,4440235,0.000213,"0.867 (0.858, 0.876)"
"2638",0.804447351209941,0.753471471365615,0.246528528634385,0.000844830700735552,0.999932752833602,1230,1454683,299,4445985,0.000214,"0.867 (0.858, 0.876)"
"2639",0.804447351209941,0.754508981017065,0.245491018982935,0.000848398148422773,0.999932845297576,1230,1448561,299,4452107,0.000215,"0.867 (0.858, 0.876)"
"2640",0.803793328973185,0.75543514734264,0.24456485265736,0.000850916518096689,0.999932703316739,1229,1443096,300,4457572,0.000216,"0.867 (0.858, 0.876)"
"2641",0.801831262262917,0.756575187758403,0.243424812241597,0.000852813205388166,0.999932132808255,1226,1436369,303,4464299,0.000217,"0.867 (0.858, 0.876)"
"2642",0.799869195552649,0.757591682839977,0.242408317160023,0.000854292487953987,0.999931552857635,1223,1430371,306,4470297,0.000218,"0.867 (0.858, 0.876)"
"2643",0.799215173315893,0.758584960211285,0.241415039788715,0.000857103579073767,0.999931419099669,1222,1424510,307,4476158,0.000219,"0.867 (0.858, 0.876)"
"2644",0.799215173315893,0.759590439590907,0.240409560409093,0.000860685209667002,0.999931509874848,1222,1418577,307,4482091,0.00022,"0.867 (0.858, 0.876)"
"2645",0.799215173315893,0.760584394851566,0.239415605148434,0.000864255332992912,0.999931599373744,1222,1412712,307,4487956,0.000221,"0.867 (0.858, 0.876)"
"2646",0.797907128842381,0.761546319840398,0.238453680159602,0.000866319760043628,0.999931240752827,1220,1407036,309,4493632,0.000222,"0.867 (0.858, 0.876)"
"2647",0.797907128842381,0.762495364931564,0.237504635068436,0.00086977847740287,0.999931326328619,1220,1401436,309,4499232,0.000223,"0.867 (0.858, 0.876)"
"2648",0.796599084368869,0.763521858881062,0.236478141118938,0.000872119874237164,0.999930974786932,1218,1395379,311,4505289,0.000224,"0.867 (0.858, 0.876)"
"2649",0.796599084368869,0.76448700384431,0.23551299615569,0.000875690738815531,0.999931061923461,1218,1389684,311,4510984,0.000225,"0.867 (0.858, 0.876)"
"2650",0.796599084368869,0.765479942270943,0.234520057729057,0.000879395080152746,0.999931151339981,1218,1383825,311,4516843,0.000226,"0.867 (0.858, 0.876)"
"2651",0.795945062132112,0.766431190502499,0.233568809497501,0.000882249104520784,0.999931015696582,1217,1378212,312,4522456,0.000227,"0.867 (0.858, 0.876)"
"2652",0.795291039895356,0.767429552043938,0.232570447956062,0.000885305601523658,0.99993088463254,1216,1372321,313,4528347,0.000228,"0.867 (0.858, 0.876)"
"2653",0.793982995421844,0.768402323262383,0.231597676737617,0.000887559904810297,0.999930531082158,1214,1366581,315,4534087,0.000229,"0.867 (0.858, 0.876)"
"2654",0.793328973185088,0.769511689185021,0.230488310814979,0.000891094054867298,0.999930411022013,1213,1360035,316,4540633,0.00023,"0.867 (0.858, 0.876)"
"2655",0.788750817527796,0.770455989050731,0.229544010949269,0.000889597682030053,0.999928956777567,1206,1354463,323,4546205,0.000231,"0.867 (0.858, 0.876)"
"2656",0.781556572923479,0.771383172210333,0.228616827789667,0.000885062587626751,0.999926625820242,1195,1348992,334,4551676,0.000232,"0.867 (0.858, 0.876)"
"2657",0.780902550686723,0.772415936636327,0.227584063363673,0.000888332048699047,0.9999265045452,1194,1342898,335,4557770,0.000233,"0.867 (0.858, 0.876)"
"2658",0.780902550686723,0.773421754960625,0.226578245039375,0.000892271983033381,0.99992660011744,1194,1336963,335,4563705,0.000234,"0.867 (0.858, 0.876)"
"2659",0.780248528449967,0.774530442993912,0.225469557006088,0.000895905269845466,0.999926486402282,1193,1330421,336,4570247,0.000235,"0.867 (0.858, 0.876)"
"2660",0.779594506213211,0.775638114193173,0.224361885806827,0.000899570364590133,0.99992637291572,1192,1323885,337,4576783,0.000236,"0.867 (0.858, 0.876)"
"2661",0.779594506213211,0.777452485040677,0.222547514959323,0.000906897671966287,0.999926544729464,1192,1313179,337,4587489,0.000237,"0.867 (0.858, 0.876)"
"2662",0.778286461739699,0.77946954480408,0.22053045519592,0.000913650787313613,0.999926300021958,1190,1301277,339,4599391,0.000238,"0.867 (0.858, 0.876)"
"2663",0.778286461739699,0.780305551845994,0.219694448154006,0.000917124329690012,0.999926378977137,1190,1296344,339,4604324,0.000239,"0.867 (0.858, 0.876)"
"2664",0.777632439502943,0.781172741798047,0.218827258201953,0.000919982420520947,0.999926243784683,1189,1291227,340,4609441,0.00024,"0.867 (0.858, 0.876)"
"2665",0.777632439502943,0.782031288660877,0.217968711339123,0.000923602749834932,0.999926324751395,1189,1286161,340,4614507,0.000241,"0.867 (0.858, 0.876)"
"2666",0.776978417266187,0.782887971327992,0.217112028672008,0.000926464601721602,0.999926188926477,1188,1281106,341,4619562,0.000242,"0.867 (0.858, 0.876)"
"2667",0.775670372792675,0.783823797576817,0.216176202423183,0.000928906537590952,0.999925844684177,1186,1275584,343,4625084,0.000243,"0.867 (0.858, 0.876)"
"2668",0.775016350555919,0.784716238907188,0.215283761092812,0.000931967915136653,0.99992571307886,1185,1270318,344,4630350,0.000244,"0.867 (0.858, 0.876)"
"2669",0.775016350555919,0.785522249345328,0.214477750654672,0.000935466987488425,0.999925789297695,1185,1265562,344,4635106,0.000245,"0.867 (0.858, 0.876)"
"2670",0.775016350555919,0.786351985910748,0.213648014089252,0.000939096612833052,0.999925867596942,1185,1260666,344,4640002,0.000246,"0.867 (0.858, 0.876)"
"2671",0.775016350555919,0.787192907650456,0.212807092349544,0.00094280401849328,0.999925946783292,1185,1255704,344,4644964,0.000247,"0.867 (0.858, 0.876)"
"2672",0.775016350555919,0.788040947228348,0.211959052771652,0.000946572568566602,0.999926026468762,1185,1250700,344,4649968,0.000248,"0.867 (0.858, 0.876)"
"2673",0.774362328319163,0.788871870100131,0.211128129899869,0.00094949321601532,0.999925889582782,1184,1245797,345,4654871,0.000249,"0.867 (0.858, 0.876)"
"2674",0.773708306082407,0.789664153278917,0.210335846721083,0.000952262125645474,0.999925749352131,1183,1241122,346,4659546,0.00025,"0.867 (0.858, 0.876)"
"2675",0.773708306082407,0.790479145750956,0.209520854249044,0.000955962685939995,0.999925825899666,1183,1236313,346,4664355,0.000251,"0.867 (0.858, 0.876)"
