"","Sensitivity","Specificity","X1.Spec","PPV","NPV","TP","FP","FN","TN","Cutoff","X.0.867..0.858..0.876.."
"819",1,0.00405123623291465,0.995948763767085,0.000260109569242222,1,1529,5876763,0,23905,1.95e-06,"0.867 (0.858, 0.876)"
"820",1,0.00407936864097421,0.995920631359026,0.000260116914812646,1,1529,5876597,0,24071,1.96e-06,"0.867 (0.858, 0.876)"
"821",1,0.00410428107461731,0.995895718925383,0.000260123419971388,1,1529,5876450,0,24218,1.97e-06,"0.867 (0.858, 0.876)"
"822",1,0.00413224401033917,0.995867755989661,0.000260130722067762,1,1529,5876285,0,24383,1.98e-06,"0.867 (0.858, 0.876)"
"823",1,0.00416359639281519,0.995836403607185,0.000260138909754256,1,1529,5876100,0,24568,1.99e-06,"0.867 (0.858, 0.876)"
"824",1,0.00419613508165516,0.995803864918345,0.000260147407790164,1,1529,5875908,0,24760,2e-06,"0.867 (0.858, 0.876)"
"825",1,0.00423596108101659,0.995764038918983,0.000260157809787719,1,1529,5875673,0,24995,2.01e-06,"0.867 (0.858, 0.876)"
"826",1,0.00428256597388635,0.995717434026114,0.000260169983394383,1,1529,5875398,0,25270,2.02e-06,"0.867 (0.858, 0.876)"
"827",1,0.0043291708667561,0.995670829133244,0.000260182158140383,1,1529,5875123,0,25545,2.03e-06,"0.867 (0.858, 0.876)"
"828",1,0.00441272072924625,0.995587279270754,0.000260203986992183,1,1529,5874630,0,26038,2.04e-06,"0.867 (0.858, 0.876)"
"829",1,0.00451067574044159,0.995489324259558,0.000260229584104108,1,1529,5874052,0,26616,2.05e-06,"0.867 (0.858, 0.876)"
"830",1,0.00463201793424067,0.995367982065759,0.000260261299621353,1,1529,5873336,0,27332,2.06e-06,"0.867 (0.858, 0.876)"
"831",1,0.00481623436532948,0.99518376563467,0.000260309463517348,1,1529,5872249,0,28419,2.07e-06,"0.867 (0.858, 0.876)"
"832",1,0.00500739916226434,0.994992600837736,0.00026035946293411,1,1529,5871121,0,29547,2.08e-06,"0.867 (0.858, 0.876)"
"833",1,0.00573850282713754,0.994261497172862,0.0002605508614367,1,1529,5866807,0,33861,2.09e-06,"0.867 (0.858, 0.876)"
"834",1,0.00576222895441669,0.994237771045583,0.000260557077507295,1,1529,5866667,0,34001,2.1e-06,"0.867 (0.858, 0.876)"
"835",1,0.00578900558377458,0.994210994416225,0.000260564093143228,1,1529,5866509,0,34159,2.11e-06,"0.867 (0.858, 0.876)"
"836",1,0.0058059528175454,0.994194047182455,0.000260568533614363,1,1529,5866409,0,34259,2.12e-06,"0.867 (0.858, 0.876)"
"837",1,0.00582425583001789,0.994175744169982,0.000260573329493186,1,1529,5866301,0,34367,2.13e-06,"0.867 (0.858, 0.876)"
"838",1,0.00585425243379224,0.994145747566208,0.000260581189787467,1,1529,5866124,0,34544,2.14e-06,"0.867 (0.858, 0.876)"
"839",1,0.00588560481626826,0.994114395183732,0.000260589405856155,1,1529,5865939,0,34729,2.15e-06,"0.867 (0.858, 0.876)"
"840",1,0.00592000770082303,0.994079992299177,0.00026059842192231,1,1529,5865736,0,34932,2.16e-06,"0.867 (0.858, 0.876)"
"841",1,0.00597203570849944,0.994027964291501,0.000260612058242108,1,1529,5865429,0,35239,2.17e-06,"0.867 (0.858, 0.876)"
"842",1,0.00604728142644189,0.993952718573558,0.000260631782349791,1,1529,5864985,0,35683,2.18e-06,"0.867 (0.858, 0.876)"
"843",1,0.00609541157035102,0.993904588429649,0.000260644400236609,1,1529,5864701,0,35967,2.19e-06,"0.867 (0.858, 0.876)"
"844",1,0.00614642274400119,0.993853577255999,0.000260657774753155,1,1529,5864400,0,36268,2.2e-06,"0.867 (0.858, 0.876)"
"845",1,0.00621844848752717,0.993781551512473,0.000260676661374709,1,1529,5863975,0,36693,2.21e-06,"0.867 (0.858, 0.876)"
"846",1,0.00627335752494463,0.993726642475055,0.000260691061484899,1,1529,5863651,0,37017,2.22e-06,"0.867 (0.858, 0.876)"
"847",1,0.0063574158044479,0.993642584195552,0.000260713109180307,1,1529,5863155,0,37513,2.23e-06,"0.867 (0.858, 0.876)"
"848",1,0.00642486579485577,0.993575134205144,0.000260730803374869,1,1529,5862757,0,37911,2.24e-06,"0.867 (0.858, 0.876)"
"849",1,0.00649604417669322,0.993503955823307,0.00026074947824524,1,1529,5862337,0,38331,2.25e-06,"0.867 (0.858, 0.876)"
"850",1,0.00659264340918689,0.993407356590813,0.000260774826991508,1,1529,5861767,0,38901,2.26e-06,"0.867 (0.858, 0.876)"
"851",1,0.00669280156077244,0.993307198439228,0.000260801114843745,1,1529,5861176,0,39492,2.27e-06,"0.867 (0.858, 0.876)"
"852",1,0.00676889464040343,0.993231105359597,0.000260821090037692,1,1529,5860727,0,39941,2.28e-06,"0.867 (0.858, 0.876)"
"853",1,0.00681278797586985,0.99318721202413,0.000260832613868618,1,1529,5860468,0,40200,2.29e-06,"0.867 (0.858, 0.876)"
"854",1,0.00685600342198544,0.993143996578015,0.000260843960720209,1,1529,5860213,0,40455,2.3e-06,"0.867 (0.858, 0.876)"
"855",1,0.00690718406797332,0.993092815932027,0.000260857400229295,1,1529,5859911,0,40757,2.31e-06,"0.867 (0.858, 0.876)"
"856",1,0.00694734901201017,0.99305265098799,0.000260867948098709,1,1529,5859674,0,40994,2.32e-06,"0.867 (0.858, 0.876)"
"857",1,0.0069770066711091,0.993022993328891,0.000260875737157372,1,1529,5859499,0,41169,2.33e-06,"0.867 (0.858, 0.876)"
"858",1,0.00701632425345741,0.992983675746543,0.000260886063940803,1,1529,5859267,0,41401,2.34e-06,"0.867 (0.858, 0.876)"
"859",1,0.00705293027840238,0.992947069721598,0.00026089567926724,1,1529,5859051,0,41617,2.35e-06,"0.867 (0.858, 0.876)"
"860",1,0.00708868894165881,0.992911311058341,0.000260905072701053,1,1529,5858840,0,41828,2.36e-06,"0.867 (0.858, 0.876)"
"861",1,0.00712970124738419,0.992870298752616,0.000260915847045636,1,1529,5858598,0,42070,2.37e-06,"0.867 (0.858, 0.876)"
"862",1,0.00717545877856541,0.992824541221435,0.000260927869058921,1,1529,5858328,0,42340,2.38e-06,"0.867 (0.858, 0.876)"
"863",1,0.0072269783692287,0.992773021630771,0.000260941406281332,1,1529,5858024,0,42644,2.39e-06,"0.867 (0.858, 0.876)"
"864",1,0.0073032409211974,0.992696759078803,0.000260961447511675,1,1529,5857574,0,43094,2.4e-06,"0.867 (0.858, 0.876)"
"865",1,0.00741644844278648,0.992583551557214,0.000260991203282105,1,1529,5856906,0,43762,2.41e-06,"0.867 (0.858, 0.876)"
"866",1,0.00754745055983492,0.992452549440165,0.000261025644702613,1,1529,5856133,0,44535,2.42e-06,"0.867 (0.858, 0.876)"
"867",1,0.00762930569894798,0.992370694301052,0.000261047169635758,1,1529,5855650,0,45018,2.43e-06,"0.867 (0.858, 0.876)"
"868",1,0.00771810920390708,0.992281890796093,0.000261070525752328,1,1529,5855126,0,45542,2.44e-06,"0.867 (0.858, 0.876)"
"869",1,0.00783555353393887,0.992164446466061,0.000261101421081626,1,1529,5854433,0,46235,2.45e-06,"0.867 (0.858, 0.876)"
"870",1,0.00791520553266173,0.992084794467338,0.000261122378785591,1,1529,5853963,0,46705,2.46e-06,"0.867 (0.858, 0.876)"
"871",1,0.00802298993944414,0.991977010060556,0.000261150743929483,1,1529,5853327,0,47341,2.47e-06,"0.867 (0.858, 0.876)"
"872",1,0.00813585851635781,0.991864141483642,0.000261180453657978,1,1529,5852661,0,48007,2.48e-06,"0.867 (0.858, 0.876)"
"873",1,0.00819686855793276,0.991803131442067,0.000261196515785392,1,1529,5852301,0,48367,2.49e-06,"0.867 (0.858, 0.876)"
"874",1,0.00832380333887621,0.991676196661124,0.000261229940265648,1,1529,5851552,0,49116,2.5e-06,"0.867 (0.858, 0.876)"
"875",1,0.00837006928707055,0.991629930712929,0.000261242125147451,1,1529,5851279,0,49389,2.51e-06,"0.867 (0.858, 0.876)"
"876",1,0.00841887732033051,0.991581122679669,0.000261254980760425,1,1529,5850991,0,49677,2.52e-06,"0.867 (0.858, 0.876)"
"877",1,0.00848531047671213,0.991514689523288,0.00026127248071129,1,1529,5850599,0,50069,2.53e-06,"0.867 (0.858, 0.876)"
"878",1,0.00851056185503065,0.991489438144969,0.000261279133093266,1,1529,5850450,0,50218,2.54e-06,"0.867 (0.858, 0.876)"
"879",1,0.00853547428867376,0.991464525711326,0.000261285696513502,1,1529,5850303,0,50365,2.55e-06,"0.867 (0.858, 0.876)"
"880",1,0.00856072566699228,0.991439274333008,0.000261292349568492,1,1529,5850154,0,50514,2.56e-06,"0.867 (0.858, 0.876)"
"881",1,0.00858411284959601,0.991415887150404,0.000261298511760569,1,1529,5850016,0,50652,2.57e-06,"0.867 (0.858, 0.876)"
"882",1,0.00861444839804578,0.991385551601954,0.000261306505181867,1,1529,5849837,0,50831,2.58e-06,"0.867 (0.858, 0.876)"
"883",1,0.00864461447415784,0.991355385525842,0.00026131445443216,1,1529,5849659,0,51009,2.59e-06,"0.867 (0.858, 0.876)"
"884",1,0.00868664361390948,0.991313356386091,0.000261325530598502,1,1529,5849411,0,51257,2.6e-06,"0.867 (0.858, 0.876)"
"885",1,0.00873596006418256,0.991264039935817,0.000261338528426504,1,1529,5849120,0,51548,2.61e-06,"0.867 (0.858, 0.876)"
"886",1,0.00877900603796045,0.99122099396204,0.000261349874666582,1,1529,5848866,0,51802,2.62e-06,"0.867 (0.858, 0.876)"
"887",1,0.00882527198615479,0.991174728013845,0.000261362070739721,1,1529,5848593,0,52075,2.63e-06,"0.867 (0.858, 0.876)"
"888",1,0.00887323265772621,0.991126767342274,0.000261374714757107,1,1529,5848310,0,52358,2.64e-06,"0.867 (0.858, 0.876)"
"889",1,0.0089205154399468,0.991079484560053,0.000261387181258078,1,1529,5848031,0,52637,2.65e-06,"0.867 (0.858, 0.876)"
"890",1,0.00896678138814114,0.991033218611859,0.000261399380813422,1,1529,5847758,0,52910,2.66e-06,"0.867 (0.858, 0.876)"
"891",1,0.00902965562543088,0.990970344374569,0.000261415961521759,1,1529,5847387,0,53281,2.67e-06,"0.867 (0.858, 0.876)"
"892",1,0.0090816836331073,0.990918316366893,0.000261429683536718,1,1529,5847080,0,53588,2.68e-06,"0.867 (0.858, 0.876)"
"893",1,0.00912388224519665,0.990876117754803,0.000261440814176966,1,1529,5846831,0,53837,2.69e-06,"0.867 (0.858, 0.876)"
"894",1,0.00917726603157473,0.990822733968425,0.0002614548964654,1,1529,5846516,0,54152,2.7e-06,"0.867 (0.858, 0.876)"
"895",1,0.00922166778405428,0.990778332215946,0.000261466610508632,1,1529,5846254,0,54414,2.71e-06,"0.867 (0.858, 0.876)"
"896",1,0.00926471375783216,0.990735286242168,0.000261477967873268,1,1529,5846000,0,54668,2.72e-06,"0.867 (0.858, 0.876)"
"897",1,0.00931352179109213,0.990686478208908,0.00026149084670873,1,1529,5845712,0,54956,2.73e-06,"0.867 (0.858, 0.876)"
"898",1,0.00934504364590585,0.990654956354094,0.000261499164964243,1,1529,5845526,0,55142,2.74e-06,"0.867 (0.858, 0.876)"
"899",1,0.0093748707773425,0.990625129222658,0.00026150703648904,1,1529,5845350,0,55318,2.75e-06,"0.867 (0.858, 0.876)"
"900",1,0.00939893584929706,0.990601064150703,0.000261513387723785,1,1529,5845208,0,55460,2.76e-06,"0.867 (0.858, 0.876)"
"901",1,0.00943113559346162,0.990568864406538,0.000261521886337354,1,1529,5845018,0,55650,2.77e-06,"0.867 (0.858, 0.876)"
"902",1,0.00946333533762618,0.990536664662374,0.000261530385503314,1,1529,5844828,0,55840,2.78e-06,"0.867 (0.858, 0.876)"
"903",1,0.00948994249464637,0.990510057505354,0.000261537408915193,1,1529,5844671,0,55997,2.79e-06,"0.867 (0.858, 0.876)"
"904",1,0.00951773595803051,0.990482264041969,0.000261544745875667,1,1529,5844507,0,56161,2.8e-06,"0.867 (0.858, 0.876)"
"905",1,0.00954908834050653,0.990450911659494,0.00026155302281909,1,1529,5844322,0,56346,2.81e-06,"0.867 (0.858, 0.876)"
"906",1,0.0095856943654515,0.990414305634548,0.000261562687372715,1,1529,5844106,0,56562,2.82e-06,"0.867 (0.858, 0.876)"
"907",1,0.00961196257779628,0.990388037422204,0.00026156962302497,1,1529,5843951,0,56717,2.83e-06,"0.867 (0.858, 0.876)"
"908",1,0.00963060453494418,0.990369395465056,0.000261574545323906,1,1529,5843841,0,56827,2.84e-06,"0.867 (0.858, 0.876)"
"909",1,0.00965128016014458,0.990348719839855,0.000261580004817589,1,1529,5843719,0,56949,2.85e-06,"0.867 (0.858, 0.876)"
"910",1,0.0096722947300204,0.99032770526998,0.000261585554044705,1,1529,5843595,0,57073,2.86e-06,"0.867 (0.858, 0.876)"
"911",1,0.00969449560626017,0.99030550439374,0.000261591416790405,1,1529,5843464,0,57204,2.87e-06,"0.867 (0.858, 0.876)"
"912",1,0.00971483228678516,0.990285167713215,0.000261596787475109,1,1529,5843344,0,57324,2.88e-06,"0.867 (0.858, 0.876)"
"913",1,0.00974194786081847,0.990258052139181,0.000261603948731101,1,1529,5843184,0,57484,2.89e-06,"0.867 (0.858, 0.876)"
"914",1,0.00976296243069429,0.990237037569306,0.000261609498974179,1,1529,5843060,0,57608,2.9e-06,"0.867 (0.858, 0.876)"
"915",1,0.0097817738601799,0.99021822613982,0.000261614467536707,1,1529,5842949,0,57719,2.91e-06,"0.867 (0.858, 0.876)"
"916",1,0.00980634734914759,0.990193652650852,0.000261620958285573,1,1529,5842804,0,57864,2.92e-06,"0.867 (0.858, 0.876)"
"917",1,0.00983905551032527,0.990160944489675,0.0002616295981958,1,1529,5842611,0,58057,2.93e-06,"0.867 (0.858, 0.876)"
"918",1,0.00987854256501128,0.990121457434989,0.000261640029521346,1,1529,5842378,0,58290,2.94e-06,"0.867 (0.858, 0.876)"
"919",1,0.00990904758579876,0.990090952414201,0.000261648088625632,1,1529,5842198,0,58470,2.95e-06,"0.867 (0.858, 0.876)"
"920",1,0.00993582421515666,0.990064175784843,0.000261655163137459,1,1529,5842040,0,58628,2.96e-06,"0.867 (0.858, 0.876)"
"921",1,0.00996429556789163,0.990035704432108,0.000261662685822862,1,1529,5841872,0,58796,2.97e-06,"0.867 (0.858, 0.876)"
"922",1,0.00999734267374473,0.990002657326255,0.000261671418053719,1,1529,5841677,0,58991,2.98e-06,"0.867 (0.858, 0.876)"
"923",1,0.0100280171668699,0.98997198283313,0.000261679523876759,1,1529,5841496,0,59172,2.99e-06,"0.867 (0.858, 0.876)"
"924",1,0.0100519127664868,0.989948087233513,0.00026168583870568,1,1529,5841355,0,59313,3e-06,"0.867 (0.858, 0.876)"
"925",1,0.0100710631406478,0.989928936859352,0.000261690899746028,1,1529,5841242,0,59426,3.01e-06,"0.867 (0.858, 0.876)"
"926",1,0.010097670297668,0.989902329702332,0.000261697931781904,1,1529,5841085,0,59583,3.02e-06,"0.867 (0.858, 0.876)"
"927",1,0.0101152954207896,0.98988470457921,0.000261702590153889,1,1529,5840981,0,59687,3.03e-06,"0.867 (0.858, 0.876)"
"928",1,0.0101347847396261,0.989865215260374,0.000261707741431382,1,1529,5840866,0,59802,3.04e-06,"0.867 (0.858, 0.876)"
"929",1,0.0101512235563838,0.989848776443616,0.00026171208657963,1,1529,5840769,0,59899,3.05e-06,"0.867 (0.858, 0.876)"
"930",1,0.010161561368984,0.989838438631016,0.000261714819169438,1,1529,5840708,0,59960,3.06e-06,"0.867 (0.858, 0.876)"
"931",1,0.0101749496836629,0.989825050316337,0.000261718358182028,1,1529,5840629,0,60039,3.07e-06,"0.867 (0.858, 0.876)"
"932",1,0.0101896937770435,0.989810306222956,0.000261722255686382,1,1529,5840542,0,60126,3.08e-06,"0.867 (0.858, 0.876)"
"933",1,0.0102052852321127,0.989794714767887,0.000261726377311524,1,1529,5840450,0,60218,3.09e-06,"0.867 (0.858, 0.876)"
"934",1,0.0102222324658835,0.989777767534117,0.000261730857486093,1,1529,5840350,0,60318,3.1e-06,"0.867 (0.858, 0.876)"
"935",1,0.0102369765592641,0.989763023440736,0.000261734755362738,1,1529,5840263,0,60405,3.11e-06,"0.867 (0.858, 0.876)"
"936",1,0.0102546016823858,0.989745398317614,0.000261739415045788,1,1529,5840159,0,60509,3.12e-06,"0.867 (0.858, 0.876)"
"937",1,0.0102666342183631,0.989733365781637,0.000261742596270861,1,1529,5840088,0,60580,3.13e-06,"0.867 (0.858, 0.876)"
"938",1,0.0102805309500551,0.989719469049945,0.000261746270458022,1,1529,5840006,0,60662,3.14e-06,"0.867 (0.858, 0.876)"
"939",1,0.010299172907203,0.989700827092797,0.000261751199407679,1,1529,5839896,0,60772,3.15e-06,"0.867 (0.858, 0.876)"
"940",1,0.0103151033069476,0.989684896693052,0.000261755411566302,1,1529,5839802,0,60866,3.16e-06,"0.867 (0.858, 0.876)"
"941",1,0.010332897902407,0.989667102097593,0.000261760116797398,1,1529,5839697,0,60971,3.17e-06,"0.867 (0.858, 0.876)"
"942",1,0.0103493367191647,0.989650663280835,0.000261764463685017,1,1529,5839600,0,61068,3.18e-06,"0.867 (0.858, 0.876)"
"943",1,0.0103673007869617,0.989632699213038,0.000261769214057195,1,1529,5839494,0,61174,3.19e-06,"0.867 (0.858, 0.876)"
"944",1,0.0103852648547588,0.989614735145241,0.000261773964601791,1,1529,5839388,0,61280,3.2e-06,"0.867 (0.858, 0.876)"
"945",1,0.0104074657309986,0.989592534269001,0.000261779835796073,1,1529,5839257,0,61411,3.21e-06,"0.867 (0.858, 0.876)"
"946",1,0.010424074020094,0.989575925979906,0.000261784228159422,1,1529,5839159,0,61509,3.22e-06,"0.867 (0.858, 0.876)"
"947",1,0.0104406823091894,0.989559317690811,0.000261788620670172,1,1529,5839061,0,61607,3.23e-06,"0.867 (0.858, 0.876)"
"948",1,0.0104583074323111,0.989541692567689,0.000261793282271373,1,1529,5838957,0,61711,3.24e-06,"0.867 (0.858, 0.876)"
"949",1,0.0104738988873802,0.98952610111262,0.000261797406133901,1,1529,5838865,0,61803,3.25e-06,"0.867 (0.858, 0.876)"
"950",1,0.0104889819254362,0.989511018074564,0.000261801395646289,1,1529,5838776,0,61892,3.26e-06,"0.867 (0.858, 0.876)"
"951",1,0.0105052512698562,0.989494748730144,0.000261805699076865,1,1529,5838680,0,61988,3.27e-06,"0.867 (0.858, 0.876)"
"952",1,0.01052050378025,0.98947949621975,0.000261809733671523,1,1529,5838590,0,62078,3.28e-06,"0.867 (0.858, 0.876)"
"953",1,0.0105345699842797,0.98946543001572,0.000261813454574595,1,1529,5838507,0,62161,3.29e-06,"0.867 (0.858, 0.876)"
"954",1,0.0105472804096079,0.989452719590392,0.000261816816927373,1,1529,5838432,0,62236,3.3e-06,"0.867 (0.858, 0.876)"
"955",1,0.0105637192263656,0.989436280773634,0.000261821165698379,1,1529,5838335,0,62333,3.31e-06,"0.867 (0.858, 0.876)"
"956",1,0.0105825306558512,0.989417469344149,0.000261826142304306,1,1529,5838224,0,62444,3.32e-06,"0.867 (0.858, 0.876)"
"957",1,0.0106025283917007,0.989397471608299,0.000261831432957711,1,1529,5838106,0,62562,3.33e-06,"0.867 (0.858, 0.876)"
"958",1,0.0106193061531338,0.989380693846866,0.000261835871891191,1,1529,5838007,0,62661,3.34e-06,"0.867 (0.858, 0.876)"
"959",1,0.0106396428336588,0.989360357166341,0.000261841252618413,1,1529,5837887,0,62781,3.35e-06,"0.867 (0.858, 0.876)"
"960",1,0.0106567595397674,0.989343240460233,0.000261845781568557,1,1529,5837786,0,62882,3.36e-06,"0.867 (0.858, 0.876)"
"961",1,0.0106704867991217,0.989329513200878,0.000261849413810099,1,1529,5837705,0,62963,3.37e-06,"0.867 (0.858, 0.876)"
"962",1,0.0106850614201646,0.989314938579835,0.000261853270374377,1,1529,5837619,0,63049,3.38e-06,"0.867 (0.858, 0.876)"
"963",1,0.0107026865432863,0.989297313456714,0.000261857934278283,1,1529,5837515,0,63153,3.39e-06,"0.867 (0.858, 0.876)"
"964",1,0.0107221758621227,0.989277824137877,0.000261863091673148,1,1529,5837400,0,63268,3.4e-06,"0.867 (0.858, 0.876)"
"965",1,0.010741156763946,0.989258843236054,0.000261868114722554,1,1529,5837288,0,63380,3.41e-06,"0.867 (0.858, 0.876)"
"966",1,0.0107584429423923,0.989241557057608,0.000261872689453073,1,1529,5837186,0,63482,3.42e-06,"0.867 (0.858, 0.876)"
"967",1,0.0107796269846058,0.989220373015394,0.000261878295958442,1,1529,5837061,0,63607,3.43e-06,"0.867 (0.858, 0.876)"
"968",1,0.0108001331374685,0.989199866862531,0.000261883723284306,1,1529,5836940,0,63728,3.44e-06,"0.867 (0.858, 0.876)"
"969",1,0.010822503486046,0.989177496513954,0.000261889644260001,1,1529,5836808,0,63860,3.45e-06,"0.867 (0.858, 0.876)"
"970",1,0.0108438570005972,0.989156142999403,0.0002618952963502,1,1529,5836682,0,63986,3.46e-06,"0.867 (0.858, 0.876)"
"971",1,0.0108635157917714,0.989136484208229,0.000261900500077508,1,1529,5836566,0,64102,3.47e-06,"0.867 (0.858, 0.876)"
"972",1,0.0108858861403489,0.989114113859651,0.000261906421811855,1,1529,5836434,0,64234,3.48e-06,"0.867 (0.858, 0.876)"
"973",1,0.0109046975698345,0.989095302430166,0.000261911401659377,1,1529,5836323,0,64345,3.49e-06,"0.867 (0.858, 0.876)"
"974",1,0.0109228311099692,0.989077168890031,0.000261916202232198,1,1529,5836216,0,64452,3.5e-06,"0.867 (0.858, 0.876)"
"975",1,0.0109453709308844,0.989054629069116,0.00026192216954467,1,1529,5836083,0,64585,3.51e-06,"0.867 (0.858, 0.876)"
"976",1,0.0109687581134882,0.989031241886512,0.00026192836147964,1,1529,5835945,0,64723,3.52e-06,"0.867 (0.858, 0.876)"
"977",1,0.0109919758237542,0.989008024176246,0.000261934508835108,1,1529,5835808,0,64860,3.53e-06,"0.867 (0.858, 0.876)"
"978",1,0.0110131598659677,0.988986840134032,0.000261940117987834,1,1529,5835683,0,64985,3.54e-06,"0.867 (0.858, 0.876)"
"979",1,0.0110334965464927,0.988966503453507,0.000261945503000467,1,1529,5835563,0,65105,3.55e-06,"0.867 (0.858, 0.876)"
"980",1,0.011056544784421,0.988943455215579,0.000261951606282453,1,1529,5835427,0,65241,3.56e-06,"0.867 (0.858, 0.876)"
"981",1,0.0110806098563756,0.988919390143624,0.000261957979130395,1,1529,5835285,0,65383,3.57e-06,"0.867 (0.858, 0.876)"
"982",1,0.0110973876178087,0.988902612382191,0.000261962422355726,1,1529,5835186,0,65482,3.58e-06,"0.867 (0.858, 0.876)"
"983",1,0.0111189106046976,0.988881089395302,0.000261968122471554,1,1529,5835059,0,65609,3.59e-06,"0.867 (0.858, 0.876)"
"984",1,0.0111363662554816,0.988863633744518,0.000261972745582315,1,1529,5834956,0,65712,3.6e-06,"0.867 (0.858, 0.876)"
"985",1,0.0111541608509409,0.988845839149059,0.000261977458630178,1,1529,5834851,0,65817,3.61e-06,"0.867 (0.858, 0.876)"
"986",1,0.0111728028080888,0.988827197191911,0.000261982396290782,1,1529,5834741,0,65927,3.62e-06,"0.867 (0.858, 0.876)"
"987",1,0.0111922921269253,0.988807707873075,0.000261987558589517,1,1529,5834626,0,66042,3.63e-06,"0.867 (0.858, 0.876)"
"988",1,0.0112112730287486,0.988788726971251,0.000261992586415145,1,1529,5834514,0,66154,3.64e-06,"0.867 (0.858, 0.876)"
"989",1,0.0112302539305719,0.988769746069428,0.000261997614433755,1,1529,5834402,0,66266,3.65e-06,"0.867 (0.858, 0.876)"
"990",1,0.0112463538026542,0.988753646197346,0.000262001879422246,1,1529,5834307,0,66361,3.66e-06,"0.867 (0.858, 0.876)"
"991",1,0.0112712662362973,0.988728733763703,0.000262008479204426,1,1529,5834160,0,66508,3.67e-06,"0.867 (0.858, 0.876)"
"992",1,0.0112941450018879,0.988705854998112,0.000262014540521774,1,1529,5834025,0,66643,3.68e-06,"0.867 (0.858, 0.876)"
"993",1,0.0113209216312458,0.988679078368754,0.000262021634864198,1,1529,5833867,0,66801,3.69e-06,"0.867 (0.858, 0.876)"
"994",1,0.0113410888394331,0.988658911160567,0.000262026978325108,1,1529,5833748,0,66920,3.7e-06,"0.867 (0.858, 0.876)"
"995",1,0.0113656623284008,0.988634337671599,0.000262033489559448,1,1529,5833603,0,67065,3.71e-06,"0.867 (0.858, 0.876)"
"996",1,0.0113854905919126,0.988614509408087,0.000262038743687891,1,1529,5833486,0,67182,3.72e-06,"0.867 (0.858, 0.876)"
"997",1,0.0114109114425689,0.988589088557431,0.000262045480058236,1,1529,5833336,0,67332,3.73e-06,"0.867 (0.858, 0.876)"
"998",1,0.0114319260124447,0.988568073987555,0.000262051049052563,1,1529,5833212,0,67456,3.74e-06,"0.867 (0.858, 0.876)"
"999",1,0.0114575163354386,0.988542483664561,0.000262057830970128,1,1529,5833061,0,67607,3.75e-06,"0.867 (0.858, 0.876)"
"1000",1,0.0114825982414194,0.988517401758581,0.00026206447848826,1,1529,5832913,0,67755,3.76e-06,"0.867 (0.858, 0.876)"
"1001",1,0.0114995454751903,0.98850045452481,0.000262068970245488,1,1529,5832813,0,67855,3.77e-06,"0.867 (0.858, 0.876)"
"1002",1,0.0115181874323382,0.988481812567662,0.000262073911356285,1,1529,5832703,0,67965,3.78e-06,"0.867 (0.858, 0.876)"
"1003",1,0.0115424219766304,0.98845757802337,0.000262080335078879,1,1529,5832560,0,68108,3.79e-06,"0.867 (0.858, 0.876)"
"1004",1,0.0115656396868965,0.988434360313103,0.00026208648957002,1,1529,5832423,0,68245,3.8e-06,"0.867 (0.858, 0.876)"
"1005",1,0.0115939415672937,0.988406058432706,0.000262093992150893,1,1529,5832256,0,68412,3.81e-06,"0.867 (0.858, 0.876)"
"1006",1,0.0116151256095073,0.988384874390493,0.00026209960813623,1,1529,5832131,0,68537,3.82e-06,"0.867 (0.858, 0.876)"
"1007",1,0.0116381738474356,0.988361826152564,0.000262105718601655,1,1529,5831995,0,68673,3.83e-06,"0.867 (0.858, 0.876)"
"1008",1,0.0116630862810787,0.988336913718921,0.00026211232361632,1,1529,5831848,0,68820,3.84e-06,"0.867 (0.858, 0.876)"
"1009",1,0.0116868124083578,0.988313187591642,0.000262118614415975,1,1529,5831708,0,68960,3.85e-06,"0.867 (0.858, 0.876)"
"1010",1,0.0117069796165451,0.988293020383455,0.000262123961833105,1,1529,5831589,0,69079,3.86e-06,"0.867 (0.858, 0.876)"
"1011",1,0.0117317225778505,0.98826827742215,0.000262130522827814,1,1529,5831443,0,69225,3.87e-06,"0.867 (0.858, 0.876)"
"1012",1,0.0117566350114936,0.988243364988506,0.000262137129092678,1,1529,5831296,0,69372,3.88e-06,"0.867 (0.858, 0.876)"
"1013",1,0.0117749380239661,0.988225061976034,0.00026214198288722,1,1529,5831188,0,69480,3.89e-06,"0.867 (0.858, 0.876)"
"1014",1,0.0117979862618944,0.988202013738106,0.000262148095328638,1,1529,5831052,0,69616,3.9e-06,"0.867 (0.858, 0.876)"
"1015",1,0.0118244239465769,0.988175576053423,0.00026215510700952,1,1529,5830896,0,69772,3.91e-06,"0.867 (0.858, 0.876)"
"1016",1,0.0118573015800923,0.988142698419908,0.000262163827187229,1,1529,5830702,0,69966,3.92e-06,"0.867 (0.858, 0.876)"
"1017",1,0.0118791635116566,0.988120836488343,0.000262169625977049,1,1529,5830573,0,70095,3.93e-06,"0.867 (0.858, 0.876)"
"1018",1,0.0118984833581554,0.988101516641845,0.000262174750702505,1,1529,5830459,0,70209,3.94e-06,"0.867 (0.858, 0.876)"
"1019",1,0.0119184810940049,0.988081518905995,0.000262180055453911,1,1529,5830341,0,70327,3.95e-06,"0.867 (0.858, 0.876)"
