"","Sensitivity","Specificity","1-Spec","PPV","NPV","TP","FP","FN","TN","Cutoff"
"result.231",0.999710634193393,0.00711375348317141,0.992886246516829,0.00626378200503574,0.999745417515275,41458,6577227,12,47124,0.00034
"result.232",0.999710634193393,0.00723361428161038,0.99276638571839,0.00626453351981772,0.999749634884206,41458,6576433,12,47918,0.000341
"result.233",0.999710634193393,0.00733490722336422,0.992665092776636,0.00626516875666821,0.999753091500175,41458,6575762,12,48589,0.000342
"result.234",0.999710634193393,0.007465184136529,0.992534815863471,0.00626598594966989,0.999757399320718,41458,6574899,12,49452,0.000343
"result.235",0.999710634193393,0.0075960648824315,0.992403935117569,0.00626680714504897,0.999761578351314,41458,6574032,12,50319,0.000344
"result.236",0.999710634193393,0.00770415094248478,0.992295849057515,0.00626748548022956,0.999764922522381,41458,6573316,12,51035,0.000345
"result.237",0.999686520376176,0.00780846304792726,0.992191536952073,0.00626799002491956,0.999748738862367,41457,6572625,13,51726,0.000346
"result.238",0.999662406558958,0.00794221199933397,0.992057788000666,0.00626867951118937,0.999733971801011,41456,6571739,14,52612,0.000347
"result.239",0.999638292741741,0.00804320302471895,0.991956796975281,0.00626916344361647,0.999718552987091,41455,6571070,15,53281,0.000348
"result.240",0.999638292741741,0.00815808220307167,0.991841917796928,0.00626988501101975,0.999722515122926,41455,6570309,15,54042,0.000349
